Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
4/24/2015,25,0,5,48,4,8,19,0,13,3,8,14,20,5,18,15,9,7,8,0,7,7,5,6,33,19,100,13,0,23,12,38,8,5,0,10,0,3,7,48,7,0,4,3,18,38,3,4,23,7,0
4/25/2015,44,0,17,75,6,15,22,0,29,7,5,0,0,10,14,23,0,11,37,0,14,19,10,25,50,22,68,29,19,63,8,0,8,12,89,16,23,0,8,99,14,100,8,7,20,0,6,9,46,10,0
4/26/2015,67,88,9,0,14,16,0,82,25,13,18,0,48,20,41,36,21,26,19,0,22,29,22,20,0,22,0,31,21,51,19,42,9,19,90,25,25,0,8,100,22,0,27,19,32,79,15,7,50,16,0
4/27/2015,60,73,13,43,15,24,16,68,15,15,21,29,100,19,46,59,35,19,24,42,27,20,18,39,59,16,64,39,19,45,24,35,11,14,0,26,27,7,14,43,38,82,21,14,18,68,11,12,66,29,0
4/28/2015,25,0,8,26,8,14,20,42,15,5,9,17,24,10,21,24,0,21,15,38,9,12,22,5,36,9,0,24,11,37,11,22,9,23,0,15,7,8,9,39,11,100,16,10,11,0,5,7,55,16,0
4/29/2015,39,0,23,0,10,8,28,60,9,12,13,0,34,11,20,17,15,38,21,0,44,14,23,11,35,12,54,0,16,60,19,31,17,11,0,23,9,6,9,56,21,71,20,13,31,0,7,13,0,19,100
4/30/2015,21,0,11,14,5,6,0,100,5,5,10,13,37,5,8,18,17,5,26,20,11,7,11,11,19,4,29,48,17,21,8,17,5,12,0,12,5,3,7,20,17,0,14,7,11,32,3,6,27,4,54
5/1/2015,26,0,25,42,9,12,0,100,19,13,17,52,0,15,33,27,37,28,21,57,12,12,11,17,86,13,84,33,23,0,22,0,5,9,0,15,13,18,11,59,33,0,15,8,24,93,9,18,58,29,0
5/2/2015,47,0,8,0,10,10,22,0,0,10,10,0,0,9,0,0,0,12,18,49,11,16,11,0,0,22,0,0,37,0,12,41,7,13,0,13,11,7,6,0,14,100,17,5,0,0,8,10,0,10,0
5/3/2015,39,0,16,0,8,27,30,0,26,12,7,0,0,13,15,0,0,19,14,37,8,14,13,11,0,12,0,64,15,0,14,0,11,18,0,21,9,6,20,0,27,73,13,11,16,61,3,5,39,26,100
5/4/2015,31,83,9,34,19,15,30,0,17,23,19,33,44,20,21,0,20,44,24,96,24,9,27,15,68,36,0,47,42,50,25,59,19,27,0,32,25,11,29,49,28,0,24,24,20,0,8,20,100,24,0
5/5/2015,60,0,21,27,14,16,29,0,18,8,13,0,70,13,42,34,15,10,58,0,33,20,27,11,36,21,0,22,17,40,32,63,14,19,0,39,20,7,15,0,0,0,25,9,16,0,6,22,40,15,100
5/6/2015,37,70,17,28,13,14,23,68,15,8,24,27,37,13,22,27,16,46,22,40,26,19,29,10,39,31,57,46,26,0,31,34,12,15,68,17,20,7,17,0,24,0,22,14,17,0,12,17,85,24,100
5/7/2015,16,0,7,21,6,4,8,34,5,7,6,13,18,7,11,18,13,9,18,20,7,3,9,16,59,8,29,17,8,0,10,0,4,6,68,18,7,11,7,0,9,37,8,9,8,0,5,6,21,7,100
5/8/2015,17,0,17,0,10,16,0,0,27,8,10,0,0,17,12,58,34,10,15,0,26,8,23,20,41,9,56,0,0,0,18,0,13,10,71,11,9,7,18,41,0,78,22,10,17,0,6,0,65,20,100
5/9/2015,44,0,8,0,6,14,0,0,0,8,10,0,45,8,22,0,21,12,56,0,11,11,14,15,0,0,0,29,19,0,18,42,8,9,84,7,21,20,14,100,14,0,17,7,20,85,4,7,52,20,0
5/10/2015,19,0,11,58,6,8,17,0,20,8,17,0,76,19,29,37,17,16,31,61,22,11,0,16,0,18,60,24,0,0,20,36,9,13,0,29,10,7,21,0,12,0,41,14,0,100,7,6,44,8,0
5/11/2015,75,100,20,81,15,18,44,0,46,22,33,39,69,35,62,42,23,20,28,55,32,18,29,25,84,12,82,51,50,0,36,48,22,28,96,71,15,11,38,58,68,0,21,24,41,94,13,20,60,44,0
5/12/2015,28,56,17,69,10,24,12,0,15,16,18,0,73,8,18,44,0,51,30,0,17,15,16,24,95,10,91,59,14,100,16,27,11,24,54,20,16,9,14,67,24,0,6,18,14,0,7,0,69,25,84
5/13/2015,44,0,21,28,9,17,30,0,31,12,18,26,0,13,28,27,0,16,22,40,21,10,11,7,39,9,0,47,0,63,22,33,12,10,66,40,20,16,21,81,12,76,11,18,34,67,9,0,43,8,100
5/14/2015,26,0,10,54,10,14,31,63,17,11,12,0,36,16,29,44,27,10,30,80,14,14,13,7,39,13,0,23,17,0,8,33,10,11,0,12,13,21,13,0,16,0,15,16,16,69,7,6,65,23,100
5/15/2015,39,100,10,0,12,37,0,0,20,8,23,0,52,18,39,37,25,43,22,60,13,13,21,19,60,19,0,68,23,0,20,0,10,20,0,20,18,11,17,60,17,0,21,13,23,0,12,8,0,16,0
5/16/2015,27,0,19,0,7,13,27,100,30,4,17,0,0,18,0,28,51,14,44,59,21,13,17,11,62,26,0,0,22,0,14,49,9,13,0,23,27,11,6,0,0,0,15,13,36,0,9,8,0,12,0
5/17/2015,18,0,11,27,8,14,32,61,12,9,13,0,34,13,17,18,17,19,19,39,25,17,11,14,79,17,0,0,16,0,17,33,8,10,64,20,14,16,10,0,17,0,0,13,33,100,8,12,40,16,0
5/18/2015,40,0,21,27,12,24,25,91,13,11,16,25,70,15,25,36,16,21,39,0,19,15,24,24,39,9,0,24,17,40,26,33,10,32,0,18,20,27,22,0,27,80,12,15,22,65,11,14,61,18,100
5/19/2015,64,0,24,27,11,13,19,61,17,9,12,23,35,15,22,27,33,26,29,38,22,17,25,24,39,17,56,24,0,0,27,33,11,22,0,18,10,14,11,39,23,0,12,20,33,0,9,13,41,18,100
5/20/2015,52,0,19,34,8,28,17,52,18,7,14,31,31,16,24,16,15,15,19,33,19,8,10,13,35,11,100,21,15,35,11,30,11,19,0,19,9,13,14,35,13,0,11,15,15,0,7,5,60,24,0
5/21/2015,36,0,23,35,9,26,19,0,28,14,19,39,0,16,29,25,22,22,52,100,28,9,27,29,54,12,0,32,21,53,27,45,15,16,0,15,13,19,18,0,50,0,16,12,43,0,8,15,72,17,0
5/22/2015,47,0,25,34,7,10,21,0,11,8,10,25,44,6,25,48,0,12,28,0,15,15,22,15,54,11,0,0,18,100,26,0,9,15,0,17,11,21,16,0,22,0,26,5,20,0,12,14,52,31,0
5/23/2015,30,0,13,29,6,0,19,0,0,4,7,0,0,8,52,19,0,10,15,0,10,11,6,8,0,22,57,0,15,42,12,36,8,13,0,11,8,0,5,0,24,0,14,7,17,0,4,8,42,8,100
5/24/2015,31,67,10,28,6,9,19,0,11,3,10,21,0,6,25,0,17,10,14,41,18,14,8,12,0,9,0,24,20,0,7,35,9,7,0,11,9,9,9,42,12,78,7,5,0,0,4,6,83,16,100
5/25/2015,26,0,21,0,8,17,16,64,11,14,8,0,70,12,22,18,34,16,14,0,17,10,13,12,0,9,0,36,23,0,13,51,10,11,0,13,9,19,14,0,23,80,12,10,0,65,9,12,59,15,100
5/26/2015,66,0,23,34,17,21,55,80,28,12,23,60,0,19,42,23,22,39,19,48,37,26,17,14,52,17,68,31,40,100,24,67,16,18,0,15,25,25,27,0,29,0,28,23,32,0,14,7,50,38,0
5/27/2015,16,63,13,31,9,15,32,56,29,12,12,40,31,19,27,17,30,31,13,100,20,15,21,13,36,16,48,22,14,70,22,31,14,14,0,25,0,27,17,0,24,74,26,13,29,0,7,10,35,14,0
5/28/2015,54,0,13,20,7,13,15,100,16,7,12,17,28,10,30,22,13,13,12,0,17,9,15,14,0,7,41,18,12,51,13,0,10,15,0,13,15,11,10,31,14,63,14,8,0,0,9,7,46,18,0
5/29/2015,54,85,17,34,8,14,34,0,13,9,15,0,45,12,30,23,21,12,0,0,22,10,11,12,52,11,69,58,0,0,12,0,13,20,0,22,11,18,10,0,14,100,18,14,21,0,5,14,50,16,0
5/30/2015,45,0,9,0,8,19,41,100,0,6,13,31,0,11,34,27,49,13,21,0,13,15,10,17,0,12,0,34,0,54,25,49,7,14,0,12,0,14,14,0,33,0,15,9,25,95,7,21,85,17,0
5/31/2015,27,0,31,64,8,22,37,100,20,13,19,34,53,10,26,29,40,15,22,52,31,25,41,12,62,13,0,37,0,81,25,53,12,33,0,37,15,34,13,57,52,0,21,13,26,0,11,12,60,18,0
6/1/2015,31,0,25,100,19,38,37,0,16,16,7,40,62,18,21,35,76,26,27,0,42,31,43,39,0,15,0,43,0,100,36,0,22,17,0,45,18,50,28,68,41,0,32,20,30,0,11,20,71,14,0
6/2/2015,54,0,26,52,19,31,65,0,17,18,37,41,0,29,52,36,52,30,28,100,48,27,10,40,0,16,100,85,0,70,34,65,21,23,0,28,27,17,32,0,28,0,22,17,30,0,15,0,74,19,0
6/3/2015,53,0,41,43,19,21,28,100,20,16,20,63,54,25,28,58,26,24,0,56,24,15,14,22,95,26,0,34,24,58,28,0,19,12,0,47,44,0,27,0,26,0,21,18,26,0,17,29,91,27,0
6/4/2015,43,0,8,70,12,30,51,0,16,15,10,38,43,8,22,24,31,28,0,0,39,14,22,13,52,10,69,56,19,47,24,0,13,13,0,19,12,19,14,0,21,100,13,12,41,0,11,22,49,19,0
6/5/2015,17,0,12,27,8,23,42,0,17,10,6,32,0,16,24,0,0,8,28,0,15,9,12,17,40,8,0,0,14,35,12,31,9,11,0,10,9,37,8,37,11,79,8,4,16,0,5,8,38,8,100
6/6/2015,22,0,16,0,4,20,30,86,35,8,7,0,0,4,31,23,21,31,18,48,10,18,17,19,0,11,0,28,17,44,17,0,9,12,0,6,0,12,14,0,14,100,8,5,31,0,5,10,48,10,0
6/7/2015,64,0,33,69,13,41,36,0,23,22,29,67,87,12,29,46,0,43,35,90,78,18,13,28,100,20,0,57,37,87,33,82,23,70,0,18,23,47,24,0,28,0,16,18,81,0,16,13,0,56,0
6/8/2015,100,88,36,72,4,16,17,0,42,21,18,0,46,21,61,0,22,30,19,0,25,27,28,10,52,11,73,31,41,90,23,44,20,34,0,26,25,12,26,98,15,0,13,15,22,77,10,11,0,20,0
6/9/2015,21,56,14,24,10,10,33,0,8,8,12,21,29,12,10,16,14,19,24,29,13,21,20,6,100,10,94,19,13,0,11,0,14,14,0,21,8,8,7,0,19,68,17,7,28,51,9,9,33,13,0
6/10/2015,74,0,20,0,13,28,40,100,27,19,21,0,0,26,27,27,49,33,43,54,35,16,11,11,59,20,82,33,22,54,42,48,25,7,0,40,28,14,20,0,17,0,25,12,24,94,12,8,59,23,0
6/11/2015,17,0,13,0,10,12,28,68,9,5,11,24,36,16,12,18,16,29,29,37,24,8,13,22,39,16,0,0,0,38,22,0,11,12,0,17,20,15,12,0,23,0,22,9,17,0,6,11,79,15,100
6/12/2015,0,0,9,0,6,15,14,0,9,3,4,21,100,5,11,0,0,9,13,35,0,5,10,36,0,15,0,20,0,0,11,31,7,7,0,9,0,18,8,37,16,0,17,6,16,0,4,12,37,14,0
6/13/2015,61,0,18,49,6,29,30,0,17,10,10,0,63,14,0,31,28,30,34,67,22,17,25,20,0,14,100,0,0,66,16,0,9,18,0,32,30,17,15,0,19,0,18,10,29,0,6,16,65,13,0
6/14/2015,13,100,7,20,5,6,28,0,15,4,6,18,0,7,18,14,12,7,10,0,18,7,7,9,40,18,42,17,0,68,12,25,7,6,0,20,14,15,12,0,14,0,7,5,13,47,6,4,29,10,77
6/15/2015,18,85,6,26,7,11,23,43,12,11,8,0,23,6,15,18,42,18,9,24,9,5,7,8,100,8,73,22,0,23,18,0,11,9,0,14,9,7,9,24,12,51,10,6,16,41,7,7,26,12,0
6/16/2015,22,0,11,17,5,18,19,0,12,3,9,16,23,10,11,0,21,14,9,24,5,7,5,12,0,9,73,15,10,25,7,0,11,12,50,9,18,7,9,37,11,100,9,7,11,41,4,7,26,11,0
6/17/2015,32,0,17,34,9,26,37,0,18,10,12,31,45,15,29,24,21,37,18,51,31,12,19,12,100,25,0,0,29,51,33,0,20,19,0,17,20,25,16,51,15,0,17,9,21,85,6,14,0,17,0
6/18/2015,21,0,16,0,9,10,18,85,23,14,10,58,0,16,14,24,21,34,17,0,30,6,13,9,100,10,0,0,0,49,29,0,10,15,97,18,17,18,18,49,22,0,8,11,0,83,6,10,50,20,0
6/19/2015,25,91,32,40,7,12,46,0,18,16,11,0,0,18,23,28,25,37,21,0,12,9,12,18,0,24,0,0,21,58,16,0,10,15,0,17,0,28,16,58,34,0,25,8,24,100,8,0,0,12,0
6/20/2015,29,100,10,0,6,0,40,0,16,8,6,35,58,11,20,0,0,0,47,0,14,23,14,13,71,0,0,0,0,0,15,0,13,9,0,21,14,0,19,0,19,0,26,3,56,0,5,16,0,0,0
6/21/2015,43,81,13,0,5,16,20,90,12,14,10,31,44,9,21,0,21,12,19,46,11,15,35,10,78,11,0,30,0,0,20,43,11,20,0,21,0,13,11,48,15,0,21,12,0,0,9,13,100,10,0
6/22/2015,38,100,13,21,5,19,11,52,17,10,6,19,26,11,9,14,37,22,11,28,19,12,10,8,30,6,0,0,0,0,11,76,11,4,57,23,7,8,11,0,9,0,5,9,0,0,7,8,31,12,0
6/23/2015,19,100,5,21,7,12,11,0,6,6,9,20,26,7,15,24,14,17,11,0,13,12,12,12,27,19,43,17,0,0,13,0,7,9,0,15,27,0,7,30,7,59,11,8,0,55,6,7,33,10,82
6/24/2015,12,100,8,0,6,11,10,52,9,4,12,0,26,8,17,27,15,0,12,0,15,7,7,15,23,13,0,17,0,29,18,25,8,18,0,18,19,11,7,30,5,0,11,5,0,63,9,7,0,13,81
6/25/2015,20,0,13,37,8,19,17,0,9,7,18,0,0,10,14,23,0,30,41,0,11,10,6,10,58,10,0,57,0,0,30,0,10,6,100,19,73,12,21,52,9,0,0,11,21,0,16,12,0,22,0
6/26/2015,18,0,9,17,2,10,8,38,4,4,8,27,38,3,0,0,12,12,14,0,12,7,4,6,0,10,0,13,0,23,3,0,4,3,0,4,11,6,5,23,4,49,5,4,10,100,6,4,23,5,0
6/27/2015,12,0,5,24,4,6,10,100,6,6,4,24,25,3,9,14,0,0,12,27,6,17,7,17,0,14,0,0,11,0,10,26,6,7,67,7,15,0,12,0,5,71,7,2,0,0,4,5,0,11,0
6/28/2015,39,0,57,73,15,25,49,0,29,11,24,82,80,18,43,44,52,98,0,83,21,22,18,20,73,53,0,0,0,89,45,0,16,30,0,28,0,24,53,92,21,0,38,11,40,0,19,15,100,21,0
6/29/2015,97,0,34,0,12,47,34,0,15,25,17,0,40,17,21,45,25,29,20,0,16,14,28,19,37,16,0,0,28,95,44,0,13,17,0,15,24,12,18,0,8,0,45,7,31,100,13,8,0,10,0
6/30/2015,50,0,27,68,10,30,35,0,51,17,25,0,52,25,36,29,32,100,34,0,26,20,19,13,47,20,0,71,24,60,35,54,15,24,0,31,40,31,23,63,25,0,14,16,26,0,8,13,68,27,0
7/1/2015,19,0,7,35,5,7,17,41,8,4,6,20,20,5,12,0,13,10,15,22,14,3,8,5,37,0,0,27,9,35,13,0,7,9,0,10,18,6,10,37,7,48,5,7,10,100,7,6,0,13,0
7/2/2015,16,0,4,26,4,5,17,39,7,3,7,19,0,5,12,0,12,9,10,0,10,3,6,5,30,5,0,13,0,0,10,0,9,10,0,6,12,6,7,0,4,100,8,3,10,0,18,8,0,0,0
7/3/2015,0,0,8,0,6,0,37,0,21,7,16,0,0,7,15,0,27,37,21,0,21,7,9,12,36,22,0,0,0,0,9,0,7,19,0,6,0,0,0,0,0,0,11,3,0,100,9,15,0,0,0
7/4/2015,40,0,0,0,7,20,0,0,21,8,8,0,0,22,94,0,0,0,0,0,21,29,20,32,73,23,0,0,35,0,16,0,28,11,0,36,51,0,26,100,15,0,0,13,0,0,12,32,0,47,0
7/5/2015,20,0,17,73,8,10,35,0,0,11,17,41,0,9,29,44,0,29,20,0,10,21,11,20,0,11,0,28,0,0,15,0,13,14,100,35,0,12,5,0,16,0,11,11,21,0,12,16,0,11,0
7/6/2015,31,0,27,37,8,20,35,87,33,17,16,44,42,12,22,23,0,41,21,49,33,7,17,20,0,11,0,29,20,0,18,90,21,12,100,22,25,13,13,0,13,0,59,12,22,0,30,21,55,16,0
7/7/2015,42,0,19,38,10,25,30,89,23,10,14,44,44,10,22,37,54,31,22,100,28,12,28,16,41,17,74,30,20,52,21,0,18,16,0,11,75,13,29,52,14,0,24,13,0,0,27,14,56,22,0
7/8/2015,52,0,12,0,13,14,17,0,31,13,12,41,42,10,51,35,37,26,34,45,39,7,17,15,0,21,71,0,28,0,25,42,12,17,0,22,47,16,24,0,9,100,19,10,20,0,13,8,52,11,0
7/9/2015,14,58,24,25,7,11,20,0,12,5,9,29,30,12,27,17,0,21,15,33,18,7,7,14,27,17,0,20,14,36,16,40,9,15,0,14,17,12,11,36,6,0,12,5,15,0,11,9,94,12,100
7/10/2015,22,58,8,27,6,10,13,64,12,9,14,28,0,4,16,0,19,29,15,0,11,5,7,11,42,10,51,20,13,37,20,0,6,11,0,12,0,9,9,0,6,0,17,5,15,0,8,17,76,8,100
7/11/2015,20,0,16,0,6,10,28,88,11,3,12,0,0,10,0,22,0,0,62,0,11,7,17,11,74,0,67,0,17,50,6,0,10,17,0,16,24,12,14,0,8,0,11,9,0,0,6,12,100,16,0
7/12/2015,44,0,11,0,6,7,34,0,12,6,14,30,30,14,10,0,19,43,23,34,13,12,15,15,0,8,51,31,0,37,9,0,11,11,71,18,0,14,17,77,15,0,11,7,16,0,11,14,38,8,100
7/13/2015,55,0,13,27,7,7,26,0,8,12,12,49,64,9,22,44,39,15,16,35,17,8,13,23,29,14,54,0,0,38,23,33,12,12,0,15,18,20,18,38,11,0,14,8,16,78,10,15,41,32,100
7/14/2015,29,0,13,27,7,14,0,63,10,10,17,31,31,10,18,43,19,15,0,100,16,17,18,22,28,16,52,41,14,37,18,96,12,13,0,18,29,16,12,0,6,0,17,8,26,0,15,12,41,16,97
7/15/2015,20,0,7,28,9,19,27,99,19,7,10,32,32,8,15,0,0,31,0,72,27,12,11,18,29,11,0,28,0,39,16,0,10,6,72,19,18,0,21,0,20,0,20,9,24,80,19,12,0,16,100
7/16/2015,29,61,19,28,9,15,20,67,12,13,18,31,31,10,0,17,19,15,0,0,12,5,13,15,0,8,0,21,20,0,9,32,11,7,71,12,0,0,12,0,10,0,17,7,16,0,15,6,42,15,100
7/17/2015,21,60,6,28,5,8,27,0,16,6,9,30,32,11,11,18,20,38,16,34,13,11,9,8,0,8,56,0,26,38,23,33,7,7,0,13,19,0,8,0,6,82,18,4,16,0,8,9,42,14,100
7/18/2015,14,35,4,17,2,14,12,40,5,5,4,17,0,4,10,10,18,9,19,0,8,13,5,5,0,0,0,0,0,0,10,20,4,8,0,8,11,9,2,0,4,100,5,2,10,0,3,4,23,0,0
7/19/2015,36,100,10,45,7,24,43,0,20,14,22,0,0,15,27,0,31,24,0,0,26,30,15,26,47,0,0,35,22,59,26,53,13,17,0,15,0,0,16,0,11,0,21,11,26,0,24,15,96,13,0
7/20/2015,20,0,15,37,11,20,17,85,48,11,27,0,41,15,22,23,51,40,20,68,11,25,12,15,96,11,71,29,19,66,20,43,14,19,94,34,24,20,26,0,12,0,15,15,21,100,17,25,54,16,0
7/21/2015,22,63,13,0,7,7,17,0,16,9,13,0,63,15,11,26,19,36,0,34,16,12,7,11,29,8,53,22,28,37,24,63,13,14,71,16,35,15,11,38,11,0,13,10,16,76,20,6,41,0,100
7/22/2015,55,93,24,0,10,17,30,100,24,12,15,48,48,18,17,81,29,70,23,53,25,8,20,0,44,24,0,64,21,58,35,97,9,16,0,30,27,0,15,0,10,0,19,6,0,0,23,0,64,30,0
7/23/2015,20,0,8,0,4,7,18,0,10,4,10,20,21,8,11,12,17,25,20,0,9,10,9,5,0,16,0,14,14,0,15,21,4,9,0,11,12,7,12,25,4,100,11,5,0,0,10,6,0,14,0
7/24/2015,47,0,18,0,7,14,52,0,15,6,11,0,39,8,56,29,73,28,19,0,17,13,9,13,0,25,0,0,16,0,12,40,9,9,0,25,22,0,8,48,8,94,21,5,21,100,10,7,77,15,0
7/25/2015,20,0,8,0,7,10,18,0,21,10,11,0,40,9,0,0,0,0,0,0,11,14,6,11,0,11,0,0,16,0,6,41,12,0,0,10,24,13,16,0,8,0,12,4,43,100,10,12,0,0,0
7/26/2015,39,0,8,0,7,20,17,0,11,8,16,0,41,9,42,0,50,19,60,0,11,13,14,10,37,42,67,55,18,0,22,42,21,6,0,25,23,13,17,0,12,100,17,6,21,0,11,11,50,37,0
7/27/2015,17,0,10,22,5,10,10,100,12,9,10,50,42,7,25,22,30,11,0,0,13,8,4,12,23,9,80,33,11,0,11,25,13,8,0,20,28,8,8,29,18,0,15,8,12,59,14,5,31,18,0
7/28/2015,45,0,7,21,4,8,15,100,12,6,12,24,25,6,8,20,14,11,0,26,15,14,7,23,22,0,0,16,11,29,14,0,10,5,0,13,14,8,8,57,17,0,6,3,12,0,7,7,0,9,0
7/29/2015,33,82,26,36,10,20,34,0,20,15,20,63,44,11,22,24,25,0,40,0,38,23,11,10,38,11,0,28,19,49,22,44,20,13,0,13,24,13,10,51,13,0,28,8,21,100,35,15,54,11,0
7/30/2015,25,61,13,28,7,7,39,0,19,11,11,31,33,4,17,18,19,38,20,69,11,12,9,13,73,16,0,42,14,0,18,32,13,13,0,27,18,10,8,38,6,0,11,6,32,0,23,7,42,24,100
7/31/2015,16,0,10,0,6,8,14,69,24,3,5,0,0,4,11,0,21,24,0,0,9,0,13,13,0,13,0,0,14,0,9,33,8,11,82,15,19,15,11,40,6,0,9,6,17,0,5,11,63,26,100
8/1/2015,12,0,5,0,4,10,11,51,6,2,6,21,24,3,9,13,0,12,12,100,9,4,7,6,0,0,39,0,0,0,10,24,5,7,0,8,28,7,8,0,9,0,7,6,12,0,10,8,29,8,0
8/2/2015,36,100,15,45,14,36,22,0,38,17,26,74,0,16,26,0,31,95,25,53,27,17,40,13,0,13,0,50,43,0,18,50,9,14,0,11,57,0,16,0,10,0,0,11,25,0,12,13,63,13,0
8/3/2015,17,49,13,21,9,9,10,0,12,11,16,50,100,10,12,0,30,46,0,52,9,12,7,6,22,9,0,0,11,29,16,25,11,8,55,11,0,8,9,31,5,0,16,5,12,0,15,6,62,6,0
8/4/2015,30,0,20,28,9,17,18,0,36,7,8,31,32,10,11,18,19,15,15,33,17,12,12,16,87,8,0,21,28,37,29,33,10,9,71,24,18,15,10,41,11,0,17,9,16,75,23,5,41,12,100
8/5/2015,44,0,39,28,6,19,20,0,20,2,13,0,32,6,31,35,0,15,15,0,0,8,11,23,58,12,0,0,0,0,18,0,11,11,70,12,35,0,18,40,19,0,12,6,16,77,7,5,39,8,100
8/6/2015,19,0,20,36,6,19,17,81,30,7,14,0,62,6,33,45,0,19,20,0,21,13,5,10,0,10,67,53,0,0,18,41,14,11,0,18,23,13,8,0,8,0,16,8,20,0,16,21,100,15,0
8/7/2015,91,0,9,87,9,11,42,100,24,5,19,0,48,6,32,26,29,23,0,0,25,16,6,24,0,37,0,31,20,58,25,48,8,16,0,26,0,44,16,59,9,0,13,7,24,0,0,16,0,12,0
8/8/2015,16,0,13,0,4,8,31,0,9,3,10,0,0,3,11,0,21,15,0,34,9,0,5,13,0,18,0,22,0,40,7,33,8,14,81,8,19,31,7,0,12,0,28,6,0,0,5,8,0,9,100
8/9/2015,20,0,13,29,6,13,29,66,26,7,10,31,33,9,10,17,20,15,15,45,14,16,22,8,59,25,54,21,0,38,8,32,14,19,0,18,0,21,15,41,6,0,9,10,32,0,7,9,40,8,100
8/10/2015,34,44,4,19,7,20,9,44,11,6,7,22,0,7,10,12,20,10,21,33,9,5,11,5,29,15,0,0,20,0,16,22,8,7,100,16,0,9,6,27,9,53,24,8,16,0,8,8,27,5,0
8/11/2015,41,75,12,100,11,15,31,0,19,12,18,36,0,12,12,0,45,24,18,0,16,12,17,9,50,20,0,0,17,42,37,57,16,17,0,19,32,24,17,45,8,0,15,10,37,84,15,13,95,10,0
8/12/2015,24,0,25,41,7,8,15,72,18,11,19,100,34,9,26,48,21,50,33,37,27,21,14,13,31,9,0,23,16,0,30,0,12,17,0,11,20,0,15,43,10,0,15,9,17,82,11,18,67,9,0
8/13/2015,67,0,14,43,11,22,31,100,25,10,20,45,49,13,30,41,0,93,34,0,77,36,16,24,0,0,0,32,21,0,25,0,14,13,0,15,0,30,25,60,10,0,25,10,24,0,16,8,94,12,0
8/14/2015,14,0,8,0,3,6,9,44,5,4,5,19,0,5,11,23,0,10,15,0,11,9,3,8,18,12,0,0,8,25,8,0,7,4,48,7,0,6,5,0,4,100,11,3,10,48,5,6,26,16,63
8/15/2015,19,0,19,38,5,0,0,0,11,5,11,0,40,4,14,22,50,19,19,0,22,12,9,15,37,16,0,40,22,0,30,40,7,7,96,13,46,13,14,0,0,100,22,7,21,0,10,28,49,16,0
8/16/2015,29,0,26,0,7,11,29,0,12,5,9,0,0,8,14,18,20,22,15,71,17,13,12,8,57,8,81,21,28,39,16,49,9,13,0,8,36,0,14,0,16,78,9,6,0,80,13,12,39,13,100
8/17/2015,25,57,30,0,10,10,25,91,16,9,18,0,0,5,18,0,34,13,0,33,8,15,8,7,100,15,50,28,13,0,41,0,8,10,0,13,16,9,8,0,18,0,8,7,15,73,19,16,73,15,0
8/18/2015,18,52,16,46,7,9,19,56,18,6,20,26,28,9,25,15,24,21,21,30,7,9,19,10,53,24,0,17,12,64,20,27,11,18,0,17,15,8,10,100,13,61,7,6,14,0,12,8,49,7,0
8/19/2015,36,67,9,56,8,28,28,68,20,14,8,0,34,5,27,38,19,31,15,37,22,14,11,8,56,25,0,43,0,40,26,100,14,20,0,12,0,11,13,42,13,0,9,9,28,0,14,12,54,9,0
8/20/2015,21,93,19,38,8,33,60,100,12,11,18,47,95,10,15,54,27,22,44,76,25,11,13,12,0,29,0,31,41,56,21,63,17,23,0,21,39,0,18,0,14,0,32,14,24,0,15,8,59,25,0
8/21/2015,0,0,8,34,6,24,24,87,28,10,10,0,0,9,14,0,72,0,19,85,22,14,12,11,0,21,0,26,34,49,12,0,11,19,0,21,23,13,6,0,16,100,23,11,42,0,23,10,0,17,0
8/22/2015,0,100,20,0,10,13,24,0,15,12,11,0,0,14,36,43,32,38,0,53,15,16,8,19,47,14,0,34,0,63,8,53,9,12,0,28,0,0,11,0,20,0,15,10,0,0,23,9,0,15,0
8/23/2015,19,0,17,0,10,20,0,0,12,0,15,81,0,14,13,23,25,29,30,0,56,14,6,22,37,21,0,0,18,100,13,0,12,14,0,16,0,13,14,0,16,0,29,11,0,0,27,15,49,11,0
8/24/2015,35,81,25,32,12,14,17,0,0,12,34,80,82,16,24,22,23,28,38,89,32,20,12,20,68,39,0,0,18,0,30,0,11,14,89,32,43,13,29,100,12,0,27,16,20,0,26,7,99,21,0
8/25/2015,10,47,10,56,11,13,20,100,6,10,20,47,24,7,19,25,13,17,23,0,17,7,11,16,30,9,0,23,11,0,17,0,9,11,0,17,13,7,5,40,11,54,15,8,23,56,9,10,29,11,75
8/26/2015,28,0,6,100,12,17,20,68,16,11,13,0,0,9,28,28,27,30,25,34,17,5,18,24,54,26,0,31,14,0,27,0,13,25,0,18,28,12,16,41,10,70,13,12,31,76,19,17,38,14,0
