Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
6/9/2016,43,0,17,76,11,26,28,67,15,8,19,0,41,12,20,0,42,48,0,44,28,19,12,9,29,24,69,27,37,41,13,34,17,21,89,21,38,35,18,100,14,0,21,17,27,0,18,12,0,10,0
6/10/2016,21,63,6,39,6,13,16,100,11,6,12,28,31,10,20,0,16,12,11,34,12,13,10,15,21,12,0,20,0,0,15,0,10,10,0,10,29,18,7,38,10,0,6,7,0,0,11,9,0,12,0
6/11/2016,14,0,16,0,8,15,14,0,45,5,8,0,0,12,10,22,21,0,14,43,8,9,5,15,27,10,0,28,18,40,12,34,14,8,0,10,19,37,7,100,13,0,12,8,18,0,6,12,47,11,0
6/12/2016,24,0,9,28,10,10,31,0,26,11,34,0,46,11,11,50,47,18,49,96,18,9,14,11,63,11,0,0,20,0,18,0,14,9,100,12,42,28,10,57,15,0,19,14,20,0,28,15,0,18,0
6/13/2016,22,67,9,20,5,21,27,52,24,7,16,31,32,13,24,34,48,13,23,35,23,13,17,14,29,7,0,0,15,66,16,40,17,11,67,18,37,9,6,0,21,65,20,9,14,76,14,11,38,8,100
6/14/2016,33,69,26,20,9,7,0,0,12,13,15,44,31,14,31,34,32,37,23,0,9,9,17,18,44,7,0,21,28,33,14,27,13,12,0,26,43,9,9,0,30,0,16,12,14,0,19,13,56,8,100
6/15/2016,16,0,13,20,12,10,54,49,0,8,15,61,0,12,16,17,16,43,0,36,12,4,9,7,0,14,0,21,28,0,24,53,14,8,0,22,43,19,15,0,20,68,13,9,14,77,26,16,35,8,100
6/16/2016,26,0,17,37,7,13,17,0,43,6,7,28,30,9,13,17,15,18,17,35,16,10,10,18,0,10,0,20,13,32,14,25,14,19,0,14,28,14,10,0,26,0,12,6,20,0,13,5,51,12,100
6/17/2016,20,0,8,25,7,9,69,0,22,9,20,0,39,11,15,0,0,31,19,46,8,9,8,19,0,12,0,0,0,0,22,32,13,15,0,15,18,12,13,0,13,0,8,9,18,100,24,19,45,16,0
6/18/2016,14,0,12,0,7,9,19,0,24,6,12,35,0,4,20,23,22,24,0,0,17,8,5,10,0,9,0,0,0,42,10,0,10,10,91,13,0,12,8,0,19,0,11,7,0,100,10,0,47,11,0
6/19/2016,16,0,27,28,7,22,23,69,19,10,19,42,0,16,22,24,24,17,16,0,27,6,13,11,31,24,0,0,0,0,40,0,13,11,100,13,27,18,17,0,19,0,25,9,20,0,14,15,52,35,0
6/20/2016,30,0,26,40,7,18,40,0,19,8,11,0,62,14,16,17,17,12,23,36,10,11,15,15,44,10,0,63,21,0,16,26,14,19,68,14,15,15,11,0,21,0,26,8,21,0,16,14,36,16,100
6/21/2016,24,0,14,42,7,7,23,0,63,6,16,0,33,16,36,36,27,19,24,0,17,19,15,23,47,11,57,0,0,69,22,55,18,6,0,19,15,10,11,0,16,0,14,10,15,0,12,6,38,13,100
6/22/2016,22,0,10,20,8,14,11,74,47,9,18,29,32,9,15,0,34,36,12,35,20,12,8,7,22,7,0,0,21,66,10,0,13,24,0,12,0,10,7,40,10,0,7,7,14,0,12,11,36,0,100
6/23/2016,22,0,0,20,9,7,22,50,24,5,20,0,31,5,12,0,0,0,12,37,17,12,6,15,22,15,0,43,0,34,16,52,12,18,0,12,22,10,12,0,36,0,10,11,22,0,9,11,37,8,100
6/24/2016,31,0,18,24,8,17,18,0,14,9,17,34,38,7,9,21,31,0,19,43,14,10,15,9,0,17,64,0,16,79,23,46,11,8,0,8,17,12,17,100,20,83,8,9,17,0,15,9,45,17,0
6/25/2016,46,88,13,56,9,39,32,0,17,11,18,0,0,9,32,0,23,34,16,50,10,6,11,0,0,15,77,29,0,0,20,0,7,14,100,9,0,0,17,0,14,98,18,6,21,0,14,8,0,70,0
6/26/2016,36,0,20,53,9,18,15,0,33,11,15,39,43,12,20,46,0,24,15,0,28,11,7,0,29,24,0,0,0,43,11,0,10,19,92,19,19,22,19,0,27,0,17,8,19,100,19,15,49,22,0
6/27/2016,33,0,17,20,11,11,0,73,28,7,18,30,0,12,23,18,16,13,23,35,14,9,16,11,22,26,55,43,14,65,12,40,14,32,68,18,29,10,9,0,20,69,11,10,29,73,18,11,38,8,100
6/28/2016,15,0,12,27,13,31,34,100,27,14,32,40,0,16,25,24,45,43,21,45,24,20,11,30,30,30,74,0,20,43,20,35,14,20,0,26,20,18,9,0,41,0,27,16,19,96,20,20,52,22,0
6/29/2016,24,49,10,15,5,8,13,0,17,7,15,21,23,9,10,13,16,12,13,25,12,8,8,14,16,11,0,31,14,23,15,19,9,15,0,13,11,7,5,0,11,100,10,8,10,0,16,8,28,8,0
6/30/2016,45,67,10,20,7,10,43,0,16,6,8,0,0,10,13,0,17,0,24,0,16,11,8,15,23,12,0,43,14,33,14,54,11,23,0,15,22,10,9,40,10,0,15,7,14,0,11,15,38,16,100
7/1/2016,32,0,19,29,7,10,23,0,34,10,11,0,0,10,15,25,24,18,25,0,17,15,10,19,32,14,80,0,0,0,12,38,10,23,0,12,85,14,19,57,44,100,19,10,0,0,19,26,54,12,0
7/2/2016,15,0,35,0,9,9,31,0,16,10,23,0,0,3,21,0,0,0,0,0,19,6,11,12,30,19,0,0,18,42,17,0,8,11,0,6,20,0,12,0,13,0,9,3,0,100,10,0,0,0,0
7/3/2016,79,0,61,93,21,0,52,0,55,30,54,0,0,35,34,0,78,53,55,0,0,20,38,39,0,33,0,100,60,0,37,0,16,45,0,28,0,0,16,0,90,0,30,28,0,0,21,25,0,40,0
7/4/2016,22,0,18,26,9,24,15,0,16,11,13,0,43,7,10,23,23,15,23,0,51,8,11,21,0,24,74,29,18,0,13,36,12,10,0,18,19,13,15,0,19,92,21,13,19,100,18,7,44,11,0
7/5/2016,33,95,21,60,14,32,43,0,36,7,12,87,48,19,34,26,0,63,17,0,35,18,16,22,65,39,80,32,22,0,20,41,30,18,0,10,53,31,24,89,25,100,24,13,22,0,31,9,53,36,0
7/6/2016,30,0,28,27,12,28,15,66,22,11,11,0,85,17,24,23,23,49,16,0,22,24,20,13,30,20,70,43,29,45,23,36,25,16,0,16,32,31,20,53,34,91,15,9,19,0,9,10,100,25,0
7/7/2016,100,0,9,26,11,18,14,0,16,9,13,0,61,8,35,45,32,31,31,88,49,5,8,14,29,19,0,28,0,43,14,35,27,18,0,21,37,19,36,0,13,88,17,13,19,0,13,7,47,21,0
7/8/2016,55,0,14,29,8,25,47,0,28,10,14,61,46,9,23,26,24,26,17,95,62,8,23,11,0,16,0,47,0,45,12,39,14,15,0,9,31,18,13,0,15,100,33,9,21,0,22,12,53,16,0
7/9/2016,13,0,24,24,5,16,17,0,32,5,16,100,0,11,24,21,0,15,28,75,35,5,7,10,26,9,0,0,16,36,10,0,14,11,0,15,17,23,13,47,12,0,16,12,44,0,12,6,0,14,0
7/10/2016,22,0,41,81,13,14,54,0,27,8,24,60,62,16,40,0,100,38,23,67,21,12,21,30,44,15,0,43,0,0,29,54,55,36,0,16,85,19,14,0,30,0,33,10,29,0,20,22,0,16,0
7/11/2016,49,0,15,60,8,10,74,0,60,13,28,0,47,25,12,26,37,18,52,53,31,12,12,0,66,11,0,32,0,100,28,0,21,21,0,18,52,15,8,59,30,100,30,14,0,0,15,8,55,36,0
7/12/2016,25,48,5,15,4,11,25,37,10,6,11,33,24,10,14,34,0,21,9,0,18,8,8,9,17,0,39,23,11,0,19,20,11,11,48,12,14,7,12,0,18,100,15,8,11,0,9,5,41,6,0
7/13/2016,21,100,8,15,7,5,25,0,17,7,18,68,24,4,15,39,0,15,9,26,15,6,8,8,17,8,40,24,0,0,9,20,12,7,0,9,10,7,8,30,8,0,11,7,11,57,8,7,27,8,0
7/14/2016,20,0,18,0,8,10,16,87,0,5,12,0,29,5,14,31,45,11,14,30,10,7,12,10,49,7,0,19,13,0,18,0,12,9,60,17,21,8,7,51,21,0,15,7,0,100,7,10,0,14,0
7/15/2016,33,0,7,0,6,7,11,49,0,13,9,28,32,4,8,18,17,24,12,34,9,8,10,8,44,10,0,0,14,0,11,27,9,8,0,8,14,0,9,41,20,0,6,10,14,75,5,5,0,8,100
7/16/2016,21,0,34,0,6,18,14,63,18,5,13,0,43,8,17,22,22,24,45,42,19,11,16,15,57,10,0,0,0,42,14,0,13,17,0,13,18,19,17,0,25,0,8,9,0,100,12,14,93,0,0
7/17/2016,27,0,8,0,7,7,35,0,0,4,15,0,0,5,14,16,24,23,11,60,11,17,8,21,31,14,100,21,13,29,18,0,11,7,0,9,31,17,11,0,12,0,22,6,20,0,17,8,33,13,0
7/18/2016,50,0,15,27,9,14,29,66,18,16,24,0,0,13,16,23,0,34,32,46,34,15,13,26,45,51,0,30,40,45,39,54,20,24,92,29,37,43,11,54,28,0,33,6,19,100,19,15,0,22,0
7/19/2016,34,0,30,0,15,21,42,0,30,19,19,45,48,13,24,0,26,38,18,53,26,13,16,17,67,22,0,50,22,52,42,0,26,28,100,31,66,61,33,61,31,100,0,16,22,0,18,8,0,12,0
7/20/2016,18,0,14,21,8,15,23,0,21,10,18,31,0,13,17,18,18,39,0,37,14,11,4,47,71,12,56,69,0,72,18,28,21,9,71,13,30,19,19,0,11,0,7,12,23,82,29,6,60,9,100
7/21/2016,32,0,10,28,14,10,15,0,37,9,17,0,47,18,11,0,25,44,17,100,25,9,12,16,0,21,0,31,20,0,28,0,15,12,0,21,21,32,10,0,15,0,14,11,31,0,20,12,54,18,0
7/22/2016,23,0,8,0,10,18,31,0,16,8,14,100,41,9,13,0,32,15,14,42,9,15,14,12,27,9,0,27,17,0,8,33,11,10,0,8,18,33,9,51,19,0,12,7,0,0,11,0,46,10,0
7/23/2016,92,0,18,54,11,39,28,0,0,16,21,0,94,14,42,48,47,0,32,93,20,15,23,0,0,21,0,59,55,0,24,72,19,23,0,19,41,24,13,0,42,0,30,14,0,0,26,28,100,22,0
7/24/2016,54,0,10,58,8,10,29,0,29,17,20,39,96,13,34,26,49,18,25,50,30,9,12,17,32,27,0,48,20,93,27,78,15,18,0,12,21,13,21,58,22,100,28,13,23,0,13,0,52,18,0
7/25/2016,46,0,21,31,10,16,38,76,27,21,25,44,49,18,32,37,52,38,0,53,31,15,17,23,69,11,0,34,22,100,29,41,18,27,0,23,33,27,27,60,24,0,20,16,0,0,17,20,0,19,0
7/26/2016,38,0,19,0,14,10,48,69,27,12,31,0,45,16,22,24,23,51,16,47,37,17,15,20,46,31,0,0,20,0,15,0,13,19,0,20,20,18,20,0,28,0,27,7,20,0,48,18,100,11,0
7/27/2016,44,0,9,26,11,12,32,65,17,11,21,40,0,24,18,24,0,48,31,0,36,14,29,20,29,20,0,29,19,0,23,0,17,18,91,11,19,12,26,0,13,0,29,12,26,100,18,23,48,11,0
7/28/2016,34,0,10,31,12,14,26,75,40,14,14,0,100,13,30,27,0,44,18,0,31,22,20,41,34,23,85,34,21,51,24,83,16,15,0,13,22,20,14,60,16,0,35,15,22,0,24,16,55,50,0
7/29/2016,19,0,23,35,16,12,44,0,23,10,17,100,56,11,14,0,88,42,20,0,49,10,22,0,57,26,95,0,23,57,22,92,12,14,0,14,25,15,12,0,26,0,11,15,25,0,24,9,61,30,0
7/30/2016,17,100,10,64,7,15,16,72,0,8,18,87,0,8,12,0,27,19,18,0,25,10,13,17,50,18,0,0,40,0,19,61,15,9,0,12,22,14,5,0,25,0,23,7,0,0,14,0,54,14,0
7/31/2016,32,0,10,29,9,26,14,0,30,17,16,84,47,10,22,38,25,17,17,46,15,17,28,22,52,18,0,47,20,43,12,38,16,14,100,17,21,22,15,56,19,0,24,9,42,0,13,8,51,16,0
8/1/2016,15,0,19,28,9,22,37,0,25,21,23,41,0,15,11,23,46,34,32,0,23,20,21,20,45,25,0,60,38,0,27,0,13,11,92,22,20,16,24,52,27,0,18,19,29,100,17,7,50,26,0
8/2/2016,27,100,21,21,9,18,22,53,23,8,24,31,0,17,16,18,0,13,24,36,18,13,8,13,23,15,0,23,15,34,26,28,13,19,69,17,30,12,17,41,21,69,34,11,15,0,15,5,39,23,0
8/3/2016,32,100,12,16,6,11,9,0,16,9,9,0,50,10,8,14,13,29,14,0,11,10,8,6,18,14,0,0,11,0,20,21,9,7,53,14,11,10,14,32,8,53,12,6,11,0,13,4,29,9,0
8/4/2016,40,88,9,28,14,24,46,69,19,11,22,40,44,12,28,24,23,33,16,47,19,7,18,15,31,10,0,0,0,0,30,37,20,11,0,19,26,31,15,55,27,0,31,13,20,0,13,7,100,11,0
8/5/2016,18,100,21,0,18,11,26,0,0,6,13,45,0,9,62,29,27,59,0,0,11,19,18,25,0,12,0,33,0,0,31,0,23,19,0,30,0,21,11,0,16,0,10,11,0,0,15,25,58,14,0
8/6/2016,42,0,33,51,6,27,56,0,0,11,25,68,79,14,20,46,57,47,29,0,18,17,19,21,0,26,0,0,0,79,32,0,25,20,0,21,73,45,9,100,25,0,33,12,0,0,18,13,89,22,0
8/7/2016,41,0,12,0,7,21,13,58,0,2,10,34,37,15,9,21,20,15,28,0,13,15,11,9,27,9,0,0,0,0,13,33,17,17,0,20,18,11,17,100,0,0,16,5,0,90,8,6,44,30,0
8/8/2016,55,0,12,0,15,17,14,0,0,8,17,0,0,5,19,21,20,15,0,0,21,10,11,9,27,9,0,0,0,0,21,0,14,15,83,10,18,11,24,100,12,0,16,6,17,0,14,10,44,30,0
8/9/2016,38,86,28,28,10,10,22,0,19,11,23,0,43,11,16,0,0,0,48,45,37,5,6,10,30,10,0,0,0,42,41,0,9,14,0,16,20,12,14,0,0,88,18,7,20,100,10,14,100,39,0
8/10/2016,34,100,5,16,6,8,12,0,16,5,17,0,24,6,6,27,0,10,9,0,21,17,10,11,0,6,0,0,11,24,15,21,4,13,52,11,11,7,7,0,16,0,10,6,11,0,11,4,56,6,0
8/11/2016,26,0,10,31,10,11,17,0,28,8,26,45,100,6,23,27,50,0,35,51,37,12,17,34,33,12,0,32,22,50,10,0,16,13,0,19,69,21,22,0,16,0,10,14,23,0,7,8,57,13,0
8/12/2016,35,99,0,31,13,23,35,0,0,13,16,45,0,10,12,28,38,19,18,100,28,6,13,12,67,0,0,33,0,0,23,0,17,10,0,19,0,42,11,62,16,0,21,10,0,0,15,8,57,13,0
8/13/2016,24,91,10,29,8,11,33,70,18,9,15,42,48,7,11,27,60,18,16,46,16,16,6,12,31,22,81,0,20,0,9,40,18,15,0,8,22,13,12,0,0,100,10,4,23,0,14,0,50,17,0
8/14/2016,30,84,14,27,12,19,20,65,33,9,15,0,0,5,10,24,22,32,24,65,0,6,15,21,28,20,0,29,31,0,17,73,13,15,0,19,20,12,14,0,14,90,12,8,20,100,10,22,46,11,0
8/15/2016,22,0,12,20,4,5,10,33,8,6,10,20,21,10,8,12,0,11,8,37,9,7,6,10,28,10,0,14,14,21,7,27,7,11,44,9,10,6,8,0,16,0,4,2,0,100,3,7,40,6,0
8/16/2016,44,0,24,26,19,24,25,0,22,7,24,39,42,15,23,0,43,24,49,45,9,29,12,24,56,13,0,28,19,43,18,74,13,17,0,25,59,0,18,0,14,0,18,12,20,100,13,15,95,11,0
8/17/2016,18,0,6,13,7,11,26,0,12,4,9,19,21,5,5,12,18,8,8,0,0,8,9,5,14,13,36,0,0,22,11,18,6,8,0,9,14,12,9,0,20,0,14,6,10,100,10,7,24,5,0
8/18/2016,28,66,24,19,6,19,12,0,40,6,10,0,0,13,11,27,33,18,12,36,11,11,11,8,0,15,0,0,0,34,14,0,13,15,69,10,0,27,14,42,27,0,15,5,15,82,13,9,55,8,100
8/19/2016,22,33,5,29,2,5,17,0,6,4,6,15,0,2,9,0,12,12,6,0,6,5,2,4,21,4,0,10,0,17,7,0,4,3,0,3,0,7,7,21,8,35,6,3,13,0,4,4,18,8,100
8/20/2016,0,84,12,51,6,9,22,0,24,11,17,38,43,7,20,0,21,26,0,89,10,13,11,17,28,0,74,27,0,0,15,0,6,9,94,12,19,12,6,55,13,0,14,3,20,100,19,14,0,11,0
8/21/2016,30,90,16,36,9,13,26,0,0,7,14,0,45,15,17,0,30,34,33,0,25,16,10,26,0,11,75,30,0,47,14,57,24,23,0,19,20,17,20,0,34,0,23,7,21,100,10,8,71,18,0
8/22/2016,23,83,13,24,15,12,36,68,16,9,13,57,62,12,28,22,54,32,31,91,23,20,15,10,27,16,67,54,19,44,24,52,21,18,0,14,19,18,14,0,17,86,17,11,0,100,27,10,70,19,0
8/23/2016,50,0,17,23,15,20,28,67,26,13,13,0,40,11,13,42,19,16,39,45,24,9,17,10,0,21,0,51,0,43,27,34,17,14,0,20,27,18,17,52,25,85,20,13,19,100,18,9,0,21,0
8/24/2016,13,0,20,22,14,29,14,62,30,11,27,35,0,16,25,0,18,22,42,0,25,6,11,14,100,30,0,100,44,42,14,64,14,18,0,22,17,11,9,0,29,0,20,14,17,0,12,10,0,10,0
8/25/2016,22,0,16,19,11,11,18,53,46,12,19,31,66,12,22,17,15,25,24,0,29,8,9,12,22,20,0,0,15,0,21,47,13,14,0,25,15,15,7,0,14,0,14,12,15,0,12,11,36,18,100
8/26/2016,36,0,13,57,16,28,30,100,49,18,25,59,63,14,14,65,29,48,91,0,43,19,12,32,0,29,0,42,0,100,23,54,14,24,0,27,28,28,17,0,30,0,17,19,29,0,32,11,69,17,0
8/27/2016,22,0,13,20,4,14,23,49,13,9,15,0,32,5,7,0,29,16,0,0,7,7,10,11,21,7,0,21,14,33,9,0,11,7,0,13,14,23,4,42,10,0,10,6,15,0,14,5,34,13,100
8/28/2016,19,72,13,29,9,7,45,0,13,13,19,0,48,8,17,16,15,18,0,35,11,17,14,8,22,7,0,32,0,0,20,37,9,7,69,15,14,15,16,0,15,0,11,11,15,77,10,11,34,9,100
8/29/2016,11,0,7,19,16,17,33,100,13,7,19,30,31,12,21,15,14,24,11,0,14,21,9,12,42,0,53,42,15,0,16,0,14,13,0,21,35,9,21,0,15,63,17,7,14,0,5,11,34,8,0
8/30/2016,16,0,5,28,10,13,8,75,19,7,10,0,0,7,11,23,0,18,9,0,13,7,7,17,16,5,0,16,11,0,5,0,8,9,100,15,0,7,8,30,18,0,20,9,11,57,9,8,26,13,0
8/31/2016,33,0,7,25,14,17,17,53,13,9,11,30,0,10,15,0,30,17,12,37,19,7,19,8,44,15,0,22,15,0,17,28,11,13,68,18,29,21,17,0,24,0,17,15,15,0,10,9,37,18,100
9/1/2016,14,0,17,48,9,18,15,66,16,8,20,56,0,13,29,21,39,16,31,47,14,19,21,16,28,19,0,55,0,0,24,36,18,18,86,21,0,9,9,53,31,0,22,11,19,100,18,0,0,12,0
9/2/2016,16,0,7,38,4,7,11,48,0,6,9,0,0,11,8,17,0,13,0,36,22,12,5,0,0,15,0,21,14,0,18,27,12,10,70,10,14,9,13,0,10,0,7,9,0,0,21,11,36,9,100
9/3/2016,14,0,18,0,5,19,22,0,0,13,11,35,0,4,11,0,21,17,0,0,19,32,12,11,0,10,70,0,0,0,11,0,14,14,0,14,19,0,9,0,13,0,9,4,39,100,18,7,0,0,0
9/4/2016,11,0,14,20,4,7,45,0,13,5,7,0,0,6,8,0,0,19,12,34,15,17,9,16,0,8,0,0,14,33,9,0,13,9,0,11,30,9,5,39,20,0,7,4,15,0,11,16,0,9,100
9/5/2016,23,69,11,30,9,15,11,0,28,3,7,32,0,10,27,34,0,39,36,0,26,10,9,20,22,20,54,22,0,0,25,28,14,9,0,15,0,6,13,78,11,0,0,14,15,0,12,12,37,8,100
9/6/2016,11,0,7,0,8,14,27,100,45,6,21,78,31,10,7,15,15,18,12,0,17,25,9,15,21,18,0,0,15,33,18,27,18,16,0,12,14,6,17,0,15,0,13,12,14,0,12,6,36,16,97
9/7/2016,26,0,14,28,9,22,37,0,26,16,13,64,65,12,15,32,23,21,24,0,25,16,15,10,36,22,55,21,30,34,12,0,22,10,0,11,15,13,14,39,10,0,12,12,15,0,21,12,36,16,100
9/8/2016,17,0,26,19,10,18,45,0,20,12,9,64,33,11,22,33,31,26,12,37,29,10,11,11,89,15,56,22,15,36,16,29,15,13,0,10,30,13,17,0,16,64,14,12,30,0,15,10,75,11,100
9/9/2016,11,69,10,38,9,17,0,49,49,8,9,30,0,6,11,16,22,24,17,35,12,11,4,16,32,15,0,20,0,33,18,27,19,8,67,10,14,15,9,39,30,65,10,5,15,75,11,6,35,8,100
9/10/2016,22,68,13,19,6,10,16,0,0,3,8,30,0,4,7,17,0,12,17,0,12,5,10,8,64,19,54,21,13,32,9,0,14,6,0,10,0,6,7,0,10,0,6,5,0,72,9,5,0,0,100
9/11/2016,21,0,10,0,8,7,15,0,12,8,13,29,29,10,14,0,0,12,22,0,23,11,17,15,20,7,0,20,13,0,8,0,18,15,0,10,14,9,8,36,0,60,13,4,14,69,0,5,100,0,0
9/12/2016,33,0,24,19,11,12,33,100,17,12,18,47,31,19,11,16,15,13,18,36,21,20,11,15,43,20,52,21,44,34,14,0,25,12,0,19,14,15,16,38,10,0,9,11,29,0,19,8,48,16,94
9/13/2016,18,48,12,22,5,0,30,0,17,10,7,0,21,8,9,11,16,13,12,24,8,12,7,8,15,7,0,14,23,0,16,29,9,13,0,12,10,6,14,26,16,66,9,10,20,100,13,6,0,14,65
9/14/2016,49,100,30,54,15,32,32,75,37,15,30,45,0,13,38,0,33,37,17,52,31,14,22,11,96,11,0,30,42,50,31,62,26,20,0,33,22,27,21,0,29,94,23,18,21,0,21,20,54,36,0
9/15/2016,51,0,53,28,16,37,40,0,26,10,27,94,0,15,23,37,31,58,27,55,38,15,25,23,67,19,0,32,22,54,30,43,43,22,100,27,0,25,18,0,31,0,38,13,45,0,27,22,0,44,0
9/16/2016,38,100,10,0,10,33,23,0,37,13,13,45,0,7,15,25,39,37,0,0,22,10,11,12,0,0,0,31,21,0,23,0,23,9,98,14,0,14,19,0,15,0,29,11,22,0,29,24,53,16,0
9/17/2016,63,0,40,0,13,43,32,0,37,26,34,86,0,16,45,50,94,35,33,100,0,14,12,35,0,45,0,0,0,95,51,0,30,48,0,46,42,0,40,0,29,0,28,20,0,0,0,15,0,38,0
9/18/2016,15,0,13,40,9,34,30,0,17,11,15,87,0,9,21,46,64,35,33,69,29,22,6,14,40,14,0,30,20,0,30,39,21,19,91,15,20,23,17,51,28,91,22,12,28,100,15,8,0,23,0
9/19/2016,45,98,19,41,8,35,44,68,31,16,30,0,43,17,31,34,79,44,33,46,20,13,12,26,30,16,0,44,20,45,33,60,17,34,0,28,41,11,24,0,55,87,19,18,41,0,23,16,100,28,0
9/20/2016,23,71,14,51,12,22,11,52,23,8,26,32,32,15,10,17,22,39,18,71,22,16,18,15,34,19,0,22,30,69,11,29,12,25,69,22,15,17,17,37,24,64,7,12,0,75,15,20,55,19,100
9/21/2016,29,0,20,58,10,12,11,100,22,9,12,61,30,11,12,47,20,18,23,34,16,20,8,17,42,14,0,20,19,33,10,41,12,13,63,16,0,22,8,53,16,61,20,11,35,71,17,8,35,15,0
9/22/2016,33,100,31,44,15,16,33,77,16,15,21,45,45,26,26,35,20,38,41,50,36,19,8,15,32,26,0,31,21,0,20,42,14,26,96,14,22,19,23,55,22,93,17,12,21,0,20,25,54,35,0
9/23/2016,27,100,20,0,15,27,33,75,24,9,19,44,45,11,28,36,21,19,18,51,26,21,13,23,32,11,0,0,0,0,9,42,7,14,0,9,22,13,18,57,23,95,16,11,21,0,11,20,0,18,0
9/24/2016,0,0,21,33,11,22,17,0,18,12,12,46,49,7,18,26,22,29,18,0,11,8,20,12,33,24,0,31,0,52,16,0,14,15,0,13,45,14,13,61,31,100,10,9,0,0,8,12,54,0,0
9/25/2016,12,73,18,28,11,18,12,0,38,9,10,33,100,5,32,0,15,19,13,37,23,5,15,36,46,12,58,22,15,36,17,0,14,18,0,14,0,10,14,0,14,0,14,7,16,0,12,6,50,17,0
9/26/2016,16,94,16,40,9,24,24,46,24,9,17,57,42,9,26,0,20,34,16,0,15,9,14,17,58,13,100,0,20,0,17,26,12,8,58,14,13,0,18,0,24,0,22,9,0,66,17,13,54,14,0
9/27/2016,31,100,24,55,12,15,31,0,25,21,15,91,91,16,48,0,22,27,51,49,31,7,21,27,63,33,0,0,21,0,25,0,19,14,0,20,21,14,15,52,14,94,20,17,0,0,27,20,52,29,0
9/28/2016,28,71,20,29,11,7,16,0,17,6,16,32,32,10,17,25,31,19,48,35,14,8,13,15,0,13,57,44,0,34,18,29,8,23,0,12,23,10,9,0,23,67,28,12,29,73,17,11,73,21,100
9/29/2016,32,0,19,82,12,15,45,0,16,14,18,44,44,13,21,24,22,27,0,50,10,17,15,11,32,10,79,61,20,48,15,78,17,28,96,11,21,0,17,0,14,0,19,15,41,0,13,12,100,23,0
9/30/2016,23,0,7,0,6,11,0,100,0,5,9,0,0,3,8,17,16,13,38,0,22,20,9,8,23,8,58,33,0,34,13,58,7,9,70,6,0,19,18,0,16,0,14,6,15,0,5,6,0,0,0
10/1/2016,30,0,18,0,11,19,29,0,32,5,27,0,0,14,0,46,61,0,0,0,46,19,32,43,59,0,0,57,35,0,17,71,18,17,0,16,39,0,49,100,27,0,26,18,0,0,37,27,90,44,0
10/2/2016,0,0,11,20,7,0,17,0,25,4,17,32,0,12,20,52,16,0,12,0,11,7,11,16,23,16,0,0,15,33,25,28,11,4,0,11,23,19,20,0,15,0,21,11,15,0,15,6,37,26,100
10/3/2016,29,75,17,27,9,20,23,0,19,12,20,49,32,17,24,17,46,14,0,36,11,13,16,15,34,18,0,45,46,35,23,44,11,16,0,14,15,19,17,0,17,0,24,16,23,0,8,18,38,26,100
10/4/2016,30,94,9,26,12,20,59,70,39,12,24,63,42,13,15,33,19,18,16,93,20,13,15,20,30,20,73,29,20,45,21,57,13,22,0,22,30,25,17,50,14,0,14,27,30,0,26,15,100,33,0
10/5/2016,15,0,19,25,13,19,15,70,31,9,21,0,43,16,10,32,19,17,16,49,14,26,9,70,0,15,0,29,20,0,24,0,16,11,84,14,39,12,24,0,15,84,18,13,20,100,13,8,49,21,0
10/6/2016,23,70,7,20,10,20,19,53,12,5,13,94,66,8,13,33,15,13,12,37,10,10,11,19,22,15,0,22,15,35,20,0,12,15,68,14,15,16,9,39,17,66,9,10,25,0,8,11,37,12,100
10/7/2016,11,0,21,21,4,15,34,0,18,7,17,31,100,8,16,17,0,0,12,0,15,8,9,24,23,8,0,22,14,0,11,0,20,8,0,14,0,9,15,0,22,0,0,9,15,0,19,6,36,8,0
10/8/2016,16,0,10,0,5,16,64,72,17,9,13,45,47,6,0,26,23,19,18,0,31,22,12,12,34,12,0,0,0,45,19,0,51,6,100,15,23,0,15,0,17,0,15,7,23,0,14,17,0,13,0
10/9/2016,21,0,13,0,15,13,40,91,0,15,13,0,57,16,58,0,56,71,44,62,33,9,16,56,85,14,100,80,0,56,12,0,47,31,0,34,28,16,23,0,22,0,13,16,55,0,35,41,64,23,0
10/10/2016,39,0,12,20,12,15,23,54,53,10,21,34,0,15,20,33,15,18,38,38,15,14,11,8,24,13,0,22,30,0,16,57,13,19,67,14,0,10,15,0,20,68,11,13,37,0,12,6,0,19,100
10/11/2016,60,0,23,46,16,12,79,83,31,16,22,52,100,15,31,38,58,27,29,56,35,31,14,35,53,35,86,34,45,53,27,66,27,11,0,37,23,30,25,0,35,99,29,20,58,0,34,28,59,25,0
