Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
5/4/2014,22,0,9,40,10,10,27,0,0,10,8,40,0,23,27,56,55,14,24,53,11,14,20,21,32,17,0,35,20,48,20,49,12,30,100,20,0,20,10,0,0,0,36,10,27,0,19,12,61,34,0
5/5/2014,41,0,23,37,21,13,29,0,0,17,27,41,0,12,27,0,18,13,16,53,21,23,20,25,47,18,89,0,20,100,25,0,8,40,0,22,21,10,9,57,31,0,24,8,90,0,27,10,56,36,0
5/6/2014,46,0,49,41,17,21,39,96,0,25,33,46,0,14,15,29,29,33,34,0,32,18,22,14,53,29,0,38,29,54,17,100,9,36,0,27,23,17,13,0,41,0,38,11,97,0,15,17,52,24,0
5/7/2014,21,0,34,24,9,6,12,58,0,7,7,0,0,6,9,0,13,30,21,38,45,11,5,16,33,15,0,46,25,33,15,0,9,28,0,15,14,7,12,0,25,0,34,12,42,0,13,21,0,14,100
5/8/2014,0,0,26,34,7,18,16,82,0,9,17,0,0,8,26,25,24,61,14,0,11,6,13,14,0,27,0,0,17,0,12,43,12,19,0,18,0,9,15,0,18,0,32,12,47,100,7,11,0,30,0
5/9/2014,19,0,8,0,7,13,17,84,0,7,23,0,0,0,33,26,11,41,20,0,11,15,12,9,29,11,0,0,0,0,14,44,7,12,0,6,0,9,22,0,0,0,25,7,47,100,4,7,0,30,0
5/10/2014,0,0,9,0,2,5,11,0,24,5,8,0,0,7,9,0,14,0,8,0,0,8,0,6,19,7,0,0,9,0,4,0,3,13,0,8,12,0,6,0,0,0,9,3,25,100,5,4,0,6,0
5/11/2014,31,0,28,57,15,0,42,0,49,25,29,0,0,10,21,0,18,54,23,85,25,15,15,22,0,25,0,100,26,69,14,0,12,40,0,19,0,29,12,87,27,0,59,10,93,0,7,23,0,47,0
5/12/2014,18,0,37,31,10,8,46,72,36,13,19,0,0,9,17,0,11,24,0,46,19,20,22,12,0,19,0,57,16,0,11,0,7,25,0,6,18,18,18,100,31,85,24,5,86,0,10,11,34,18,0
5/13/2014,38,0,45,34,11,13,17,0,40,25,14,0,0,16,19,25,24,53,15,0,16,26,31,19,0,0,0,33,35,0,18,0,6,31,0,18,0,10,20,0,17,100,27,13,48,0,30,16,37,10,0
5/14/2014,33,0,20,0,11,22,30,0,24,16,19,39,0,10,22,0,12,45,20,0,27,11,16,11,56,9,0,58,16,40,21,38,5,30,0,17,18,13,14,100,15,0,19,15,41,0,9,9,36,9,0
5/15/2014,0,0,29,0,6,16,16,79,0,14,11,0,49,13,30,0,16,35,23,0,10,15,18,13,32,27,86,0,19,45,15,0,4,43,100,18,21,28,16,56,17,0,16,14,52,99,27,16,82,10,0
5/16/2014,33,0,27,0,7,13,28,0,0,19,15,0,0,15,21,0,0,28,23,0,17,15,10,0,51,26,0,0,29,72,9,0,7,50,0,25,0,0,12,89,0,0,18,18,71,0,21,13,100,0,0
5/17/2014,17,0,23,32,4,13,31,0,0,9,5,0,41,5,12,0,14,21,12,0,15,5,9,9,26,9,0,0,14,0,0,0,7,16,0,13,16,0,6,0,44,0,14,6,18,0,9,7,100,9,0
5/18/2014,24,0,25,0,4,25,21,0,0,32,23,0,58,10,33,33,21,54,36,0,45,16,15,12,39,32,100,0,0,0,22,54,7,22,0,12,24,11,9,0,31,0,27,10,65,0,19,19,76,13,0
5/19/2014,13,0,14,0,10,11,21,0,19,19,14,0,0,8,21,16,11,41,19,31,13,4,12,6,21,27,0,0,12,0,12,57,8,11,0,10,13,6,13,0,22,0,29,9,48,0,16,10,60,13,100
5/20/2014,37,0,24,0,17,16,24,73,54,16,12,38,0,16,18,24,16,41,24,0,22,12,15,18,0,20,0,31,18,0,8,42,14,37,0,12,19,9,11,0,32,100,21,13,0,98,16,7,51,35,0
5/21/2014,0,0,23,0,8,8,16,0,100,14,20,36,0,10,11,23,15,22,0,0,22,11,11,8,27,15,0,29,34,0,10,60,7,24,0,8,37,8,10,50,0,0,29,11,40,0,20,7,41,14,0
5/22/2014,13,0,11,45,7,6,10,0,38,5,11,0,31,10,8,17,11,11,10,32,22,11,8,13,0,0,55,0,18,0,6,57,4,17,0,12,14,6,5,36,11,0,21,5,24,0,5,10,0,7,100
5/23/2014,0,0,8,0,7,17,12,0,0,9,5,0,0,19,14,29,0,17,15,51,22,19,0,11,0,17,0,0,0,0,15,45,9,6,0,10,0,0,10,58,17,0,17,3,34,100,13,7,0,11,0
5/24/2014,0,0,22,0,15,0,0,0,0,19,19,0,0,23,42,85,46,0,41,0,33,32,19,33,0,32,0,0,0,0,18,0,13,31,0,0,59,0,45,0,100,0,48,8,69,0,25,42,0,0,0
5/25/2014,0,0,51,0,13,21,0,0,0,19,18,0,0,15,70,69,0,82,35,0,57,44,17,55,0,37,0,0,43,0,26,0,14,21,0,26,100,21,13,0,0,0,28,10,63,0,32,18,0,29,0
5/26/2014,0,0,11,31,8,0,8,71,32,9,9,37,0,10,12,0,15,30,13,44,19,13,11,9,40,19,0,0,50,0,14,81,6,27,93,14,36,8,10,50,0,100,30,8,41,0,12,6,39,9,0
5/27/2014,0,0,21,0,9,17,8,0,0,16,13,42,47,21,13,25,16,16,14,46,13,18,12,14,29,14,0,0,28,0,17,89,8,19,100,16,20,17,11,0,16,0,33,13,41,0,12,14,64,20,0
5/28/2014,23,0,24,0,11,15,0,0,67,24,15,0,0,34,31,32,39,0,33,60,24,30,7,11,35,37,0,40,0,0,21,0,7,25,0,26,25,11,14,0,30,0,39,7,100,0,13,13,0,43,0
5/29/2014,12,0,10,21,3,9,8,100,18,6,11,0,0,9,14,17,10,21,9,32,10,11,5,12,18,15,0,21,0,0,9,0,5,14,0,8,13,5,5,36,11,0,11,5,52,64,6,4,27,17,0
5/30/2014,19,83,20,0,8,16,8,85,71,10,10,0,0,9,27,27,30,27,13,0,18,13,0,14,0,10,84,33,18,0,12,0,7,16,0,6,0,0,8,58,17,0,25,5,20,100,10,7,44,18,0
5/31/2014,0,0,32,60,4,0,0,0,0,12,24,0,0,7,24,0,0,56,0,0,19,23,16,17,0,0,0,0,29,0,10,79,8,58,0,11,34,0,27,100,0,0,38,10,0,0,15,0,0,36,0
6/1/2014,0,0,31,59,13,58,14,0,0,22,42,71,0,13,33,0,0,27,23,0,45,11,17,21,49,35,0,0,31,0,10,78,15,51,0,21,35,14,25,100,29,0,31,15,59,0,23,12,0,22,0
6/2/2014,0,0,42,0,8,8,8,78,77,13,19,0,46,14,37,0,0,39,13,0,16,14,26,0,0,10,79,0,37,0,11,43,15,25,0,10,20,8,6,0,17,100,24,11,71,92,15,10,86,38,0
6/3/2014,12,0,13,22,5,6,5,51,25,5,9,0,30,6,19,17,10,10,9,30,19,21,6,12,19,12,52,20,18,0,7,29,7,20,0,11,27,0,10,0,22,0,14,8,34,0,3,10,28,18,100
6/4/2014,12,0,10,22,5,9,0,0,0,8,8,0,45,10,11,16,10,17,0,58,8,12,7,9,0,11,0,0,0,0,8,28,7,10,64,13,19,0,8,33,11,0,17,5,21,0,3,6,40,12,100
6/5/2014,20,0,17,0,13,9,0,83,30,13,13,41,100,9,14,28,16,30,14,74,16,13,11,0,32,15,84,0,19,0,8,46,7,25,0,11,43,9,15,55,17,0,11,11,58,0,18,18,56,21,0
6/6/2014,0,100,24,42,8,10,20,0,0,11,8,44,0,16,17,0,17,20,0,0,24,15,18,10,0,10,99,0,40,51,14,0,8,25,0,11,0,10,12,0,19,0,24,7,89,0,7,12,0,12,0
6/7/2014,0,0,19,0,5,8,0,0,0,9,9,73,47,10,20,0,0,16,0,0,14,9,9,9,0,11,0,0,15,0,10,0,5,6,0,9,19,0,12,56,15,100,15,3,0,0,4,6,0,10,0
6/8/2014,19,0,33,50,2,8,0,0,0,9,21,0,0,17,0,0,15,0,27,0,20,0,12,9,0,26,0,0,51,0,5,43,7,32,0,9,19,0,23,54,15,100,20,8,44,0,4,26,0,21,0
6/9/2014,53,0,62,50,15,17,32,0,39,11,21,0,0,20,19,38,54,24,20,0,21,28,20,52,0,26,0,44,79,0,24,0,20,55,0,20,0,13,20,75,38,0,30,20,100,0,12,26,79,36,0
6/10/2014,12,0,18,23,5,11,10,98,18,6,14,0,0,8,8,17,10,22,9,0,15,7,12,6,20,10,53,20,12,0,5,29,7,22,64,8,14,6,11,34,15,68,20,8,23,0,9,4,36,23,100
6/11/2014,9,0,14,0,3,6,0,36,0,10,7,0,24,3,6,13,7,12,7,24,14,10,3,9,30,13,100,0,18,0,10,21,5,13,0,9,10,0,7,26,0,51,20,4,34,0,4,5,28,10,0
6/12/2014,15,0,11,29,9,11,18,0,23,12,13,0,0,13,11,43,25,14,11,38,15,11,5,15,26,14,100,0,22,0,8,0,4,19,0,5,17,0,17,43,22,0,42,9,19,0,7,9,0,19,0
6/13/2014,0,0,24,37,7,12,16,0,35,8,9,37,0,9,14,28,0,0,0,47,10,9,6,18,31,18,80,0,51,42,10,0,8,27,100,9,0,0,10,52,13,100,31,6,24,0,11,7,0,20,0
6/14/2014,33,0,27,96,6,14,0,0,0,12,11,0,0,15,24,46,0,30,23,85,18,11,10,24,0,15,0,0,57,0,14,0,5,24,0,11,0,12,28,0,28,0,27,11,83,0,7,26,100,18,0
6/15/2014,0,0,32,0,7,12,32,0,100,14,13,0,68,9,29,0,22,63,30,0,25,21,9,26,47,19,0,0,51,64,23,62,6,36,0,17,30,33,10,83,0,0,30,13,51,0,16,17,86,29,0
6/16/2014,31,0,36,60,11,28,0,0,45,24,34,0,0,16,33,0,52,88,24,0,33,25,10,15,54,22,0,0,47,74,18,71,12,67,0,43,35,27,25,0,22,0,17,18,38,0,22,0,100,17,0
6/17/2014,22,0,30,43,12,15,0,0,46,16,26,0,54,9,31,31,18,21,0,0,11,28,10,22,0,11,0,38,33,53,19,100,12,35,0,10,37,0,12,0,45,0,12,15,80,0,13,18,0,46,0
6/18/2014,24,0,17,0,6,14,10,51,17,6,15,0,30,10,11,17,10,11,14,100,9,10,4,6,21,14,52,21,12,0,7,0,5,27,0,8,26,0,9,36,12,63,20,7,31,0,8,12,38,15,0
6/19/2014,12,54,16,23,5,8,10,50,16,7,7,0,0,5,19,16,10,21,9,32,9,6,5,12,0,11,0,20,0,0,7,45,3,19,60,11,18,0,7,0,18,0,26,3,15,0,5,5,36,6,100
6/20/2014,0,82,16,0,6,8,0,80,31,6,16,36,0,4,13,27,0,16,14,52,15,6,6,10,30,8,0,0,17,0,12,85,4,31,100,8,19,8,10,0,24,0,15,5,23,0,11,11,55,9,0
6/21/2014,26,0,7,0,2,7,34,0,0,4,11,34,0,4,13,25,0,23,0,0,20,0,5,10,0,8,0,0,16,0,7,0,5,13,100,9,18,7,5,0,33,0,0,5,23,0,6,14,0,12,0
6/22/2014,0,0,12,0,7,9,25,0,28,7,4,35,0,11,23,23,13,25,12,0,15,17,10,9,27,8,0,0,48,40,14,0,3,16,0,12,0,0,5,0,11,0,18,5,21,0,9,11,100,14,0
6/23/2014,15,0,18,0,8,13,21,0,22,9,9,35,0,8,11,0,13,19,36,43,8,12,8,16,27,22,0,27,16,38,11,0,8,20,0,11,27,14,6,0,21,0,26,8,19,85,10,8,100,16,0
6/24/2014,17,0,27,0,10,7,0,0,0,13,16,70,0,12,29,0,14,15,12,44,30,11,10,17,28,16,0,28,0,0,10,76,5,12,0,8,17,22,9,100,11,0,18,8,31,0,8,13,52,18,0
6/25/2014,21,0,34,0,14,9,0,88,28,19,29,45,0,17,25,0,19,29,16,82,28,14,15,18,36,17,0,0,31,49,15,0,12,15,0,14,23,28,18,0,35,0,35,13,44,0,5,8,100,12,0
6/26/2014,21,0,19,30,8,9,14,100,41,10,11,32,0,10,17,21,14,43,11,42,8,14,8,0,36,15,64,0,22,0,5,0,5,15,0,13,0,7,12,0,20,85,26,9,39,0,4,12,50,13,0
6/27/2014,23,0,17,0,6,17,21,100,37,9,9,46,0,13,17,48,61,42,33,0,17,21,21,12,39,11,0,0,42,57,12,0,6,12,0,18,0,0,10,71,29,0,13,6,30,0,13,11,0,22,0
6/28/2014,39,0,68,0,15,0,0,0,0,20,23,0,100,16,0,55,0,0,56,0,22,14,0,31,0,38,0,0,0,0,12,0,14,43,0,20,0,0,11,0,48,0,21,8,53,0,9,15,0,23,0
6/29/2014,0,0,48,67,12,16,32,0,0,36,13,73,89,22,50,0,64,48,26,97,18,12,10,70,64,51,0,0,0,0,0,0,8,43,0,23,38,0,28,0,34,0,28,20,67,0,13,27,100,29,0
6/30/2014,23,0,36,45,11,14,62,100,0,22,14,50,0,21,45,63,44,44,0,65,18,24,11,26,44,31,0,39,23,58,19,80,12,41,0,34,77,11,21,71,31,0,21,18,38,0,17,28,0,25,0
7/1/2014,0,0,40,0,15,31,45,0,47,26,34,0,0,10,38,48,0,32,0,0,51,23,0,42,64,17,0,58,68,0,21,77,10,55,0,11,37,31,27,0,79,0,66,13,63,0,21,14,100,28,0
7/2/2014,23,0,18,22,7,8,10,0,16,6,7,0,0,2,17,16,11,11,9,30,11,5,0,8,43,6,49,0,22,0,3,27,4,19,0,8,26,5,10,34,15,65,16,3,19,60,7,7,0,6,100
7/3/2014,17,80,8,34,6,7,14,0,0,10,12,0,0,7,0,0,0,0,0,0,13,0,5,9,32,0,0,0,15,0,7,39,6,20,0,0,0,7,11,43,16,100,19,7,21,0,8,13,49,10,0
7/4/2014,0,0,56,0,14,37,36,0,89,12,15,0,0,27,33,64,0,0,0,94,22,0,13,71,0,0,0,0,0,0,29,100,5,0,0,15,0,0,23,0,26,0,23,15,57,0,9,17,0,26,0
7/5/2014,40,0,36,83,12,35,39,0,0,8,29,0,0,17,30,57,0,0,29,100,43,14,0,0,0,29,0,0,36,0,0,0,14,37,0,14,0,16,12,0,0,0,44,12,0,0,18,16,0,0,0
7/6/2014,12,0,15,23,7,5,0,0,0,5,6,24,30,8,17,17,11,22,9,32,10,11,7,6,22,12,0,0,0,0,7,0,4,17,0,8,0,0,5,0,8,0,11,4,30,0,4,5,69,0,100
7/7/2014,65,0,32,0,20,30,58,0,0,22,37,73,83,30,23,46,31,77,52,0,33,22,49,32,62,16,0,0,33,0,10,76,17,35,0,47,0,15,13,0,43,0,54,14,100,0,36,13,0,18,0
7/8/2014,27,82,9,35,13,12,16,76,0,14,14,0,0,15,26,26,26,43,14,100,37,12,24,31,33,18,0,0,0,0,17,42,14,26,0,12,20,8,12,0,24,0,25,8,22,0,9,7,0,15,0
7/9/2014,26,0,30,0,12,18,24,0,0,21,22,0,0,11,20,38,40,34,30,96,27,30,21,13,100,36,0,0,0,65,16,61,13,27,0,12,44,12,19,79,19,0,22,14,65,0,17,10,80,35,0
7/10/2014,18,0,14,36,11,17,0,0,19,11,18,41,0,17,14,27,16,25,21,52,15,15,12,9,37,29,0,0,23,0,10,43,9,15,0,6,21,8,21,57,14,100,24,8,68,0,11,15,58,21,0
7/11/2014,19,0,19,40,4,9,0,98,22,6,9,0,0,6,0,29,33,20,0,0,17,18,10,21,39,21,0,0,18,53,20,48,7,21,0,0,0,0,5,0,15,0,23,8,100,0,7,16,0,22,0
7/12/2014,0,0,16,0,5,10,22,0,57,11,7,46,60,13,17,48,18,43,15,0,26,12,14,12,43,12,100,41,19,0,15,53,6,16,0,8,25,9,9,0,16,0,17,6,42,0,6,9,0,17,0
7/13/2014,0,0,23,0,10,11,21,0,26,6,22,52,62,16,17,0,39,45,34,0,22,8,10,37,47,12,0,42,21,0,8,55,13,27,0,10,0,10,10,0,24,0,33,9,58,0,9,9,100,13,0
7/14/2014,16,0,39,0,13,12,22,0,17,13,20,0,0,11,19,25,15,34,12,0,18,17,14,9,34,15,73,0,16,0,13,40,10,25,90,15,0,8,18,50,39,95,19,11,69,0,3,15,100,25,0
7/15/2014,0,0,24,36,18,9,21,78,18,14,13,0,0,13,27,26,23,36,13,45,13,19,10,21,0,10,0,33,17,0,9,0,8,28,0,20,21,8,20,51,14,100,24,8,22,0,7,10,54,20,0
7/16/2014,17,0,22,0,9,9,0,0,35,6,21,0,47,15,14,53,0,27,13,47,34,15,6,9,0,0,0,0,17,0,12,0,5,37,0,24,40,0,18,0,14,0,26,10,44,100,5,10,56,0,0
7/17/2014,18,0,13,71,6,13,51,0,18,7,14,0,48,9,18,27,15,18,13,76,25,12,10,14,0,19,0,0,23,0,6,42,9,23,100,10,21,0,7,57,37,0,24,10,45,0,12,7,55,26,0
7/18/2014,17,0,26,0,4,8,27,0,0,11,8,38,100,10,21,0,15,35,13,0,0,13,18,0,0,15,0,0,0,0,19,43,6,22,0,12,21,8,12,0,14,0,15,10,23,0,13,0,0,0,0
7/19/2014,21,100,27,46,6,10,0,0,0,6,11,0,0,8,17,0,18,42,23,0,19,16,12,12,0,24,0,42,0,54,11,79,9,13,0,0,0,9,6,0,32,0,24,15,43,0,5,8,0,0,0
7/20/2014,0,100,27,43,12,29,0,96,47,10,23,0,0,12,16,31,18,51,30,0,27,15,21,18,42,11,0,39,0,0,7,50,5,26,0,12,24,9,24,0,16,0,12,15,44,0,11,16,60,12,0
7/21/2014,12,0,21,24,6,9,34,55,18,8,15,27,0,9,14,26,10,12,18,0,9,13,8,12,37,15,0,0,12,30,10,0,5,27,0,16,0,6,10,55,9,67,12,5,30,0,8,10,37,13,100
7/22/2014,0,100,10,0,8,12,14,45,20,5,6,0,27,11,8,14,9,10,22,0,8,7,7,10,0,5,0,54,10,37,12,94,4,22,0,13,0,0,11,30,0,56,11,7,25,0,5,6,0,8,0
7/23/2014,36,0,30,37,10,13,68,83,18,12,9,0,51,17,14,0,48,31,21,0,15,22,12,14,38,30,0,67,27,0,12,43,13,21,0,10,0,13,21,0,36,0,14,11,65,100,9,14,0,28,0
7/24/2014,27,0,13,33,7,15,15,0,25,9,15,0,0,11,25,0,28,16,24,0,27,19,5,8,33,22,0,29,23,81,11,0,7,13,0,11,19,8,8,0,33,0,19,13,44,94,7,12,100,18,0
7/25/2014,11,0,16,0,3,8,0,0,13,9,9,0,0,4,17,16,9,11,16,0,6,5,5,6,0,6,0,0,10,0,6,0,5,12,63,8,0,5,6,34,13,0,13,6,29,0,2,9,34,6,100
7/26/2014,35,0,14,0,3,8,17,81,23,8,8,0,0,8,13,0,15,0,12,46,0,0,9,10,0,15,0,0,0,43,12,43,9,17,100,15,0,10,9,0,13,0,25,8,35,0,3,7,0,0,0
7/27/2014,17,0,17,35,6,8,16,78,31,12,12,0,0,15,13,0,15,33,0,43,10,21,6,17,35,10,76,32,0,40,20,83,6,18,0,15,20,16,11,0,27,100,26,12,37,0,9,21,0,0,0
7/28/2014,18,0,19,45,6,16,10,100,13,9,10,0,0,9,8,0,10,34,17,29,10,14,4,11,0,13,47,21,11,27,9,27,8,16,0,13,0,11,7,0,15,64,13,11,41,60,8,5,44,9,0
7/29/2014,37,0,9,37,12,23,23,83,20,14,22,0,0,14,28,41,17,31,14,51,16,6,8,21,38,15,0,34,18,47,15,44,12,20,100,17,22,18,15,0,34,0,39,11,67,0,14,10,57,17,0
7/30/2014,20,0,20,41,9,19,48,91,0,15,15,0,0,12,31,30,19,31,0,56,17,23,27,15,43,26,0,38,20,51,9,49,15,22,0,16,24,10,16,64,21,0,43,10,100,0,13,11,94,29,0
7/31/2014,44,0,27,0,11,15,43,100,0,12,5,0,0,12,50,0,0,89,18,0,13,30,7,17,46,18,0,41,22,57,22,52,11,15,0,12,26,0,26,0,26,0,32,17,55,0,10,18,0,25,0
8/1/2014,17,0,24,34,14,8,16,0,0,2,6,0,0,4,12,26,15,0,27,0,14,17,6,13,0,14,0,0,0,42,8,0,10,14,0,6,0,7,9,0,25,100,14,5,21,96,9,7,50,19,0
8/2/2014,17,0,8,36,7,8,0,0,23,3,13,20,49,4,13,27,0,16,0,0,10,6,10,14,35,16,0,0,0,0,7,0,6,22,0,12,41,15,8,0,25,0,20,7,30,100,5,7,0,20,0
8/3/2014,34,0,13,28,6,6,14,61,0,6,17,34,38,6,10,0,0,22,12,0,18,7,11,0,0,11,0,0,13,33,16,100,9,21,0,8,25,6,10,40,0,0,11,7,23,0,3,6,41,16,0
8/4/2014,23,0,19,46,14,14,30,100,24,15,26,29,62,13,50,33,20,44,19,0,19,18,20,22,70,25,0,0,45,0,18,54,12,45,0,31,28,11,12,69,36,0,31,18,72,0,8,16,68,12,0
8/5/2014,30,0,41,46,11,15,23,99,48,12,13,0,0,10,22,32,30,51,39,61,38,18,20,27,71,21,100,41,23,58,18,0,6,51,0,31,28,21,30,70,36,0,22,20,83,0,10,24,0,26,0
8/6/2014,68,0,43,0,22,15,49,0,0,31,36,41,0,41,24,0,30,94,29,0,75,17,28,26,0,55,0,0,67,0,11,81,8,70,0,35,0,16,40,100,53,0,49,19,42,0,22,20,0,19,0
8/7/2014,23,0,11,0,6,10,11,0,0,6,3,13,32,11,0,0,0,26,10,30,6,12,15,6,24,15,0,0,0,29,0,28,3,24,0,10,14,8,9,0,18,0,6,3,29,0,5,9,0,0,100
8/8/2014,11,0,11,23,6,7,12,0,0,6,5,12,47,12,25,0,0,20,9,31,11,8,12,12,23,6,100,0,21,0,4,28,4,14,0,11,14,0,6,36,13,0,6,5,19,67,4,0,34,20,95
8/9/2014,34,0,11,0,9,8,30,0,23,9,9,17,0,5,0,27,22,15,14,0,21,13,8,14,35,18,0,0,15,0,19,43,3,10,0,9,20,0,12,57,13,100,29,5,23,0,3,0,49,10,0
8/10/2014,20,0,20,0,10,9,30,0,24,7,18,24,56,8,22,0,71,35,35,55,24,14,9,22,41,15,91,37,29,53,7,100,12,21,0,19,24,9,9,68,23,0,31,6,26,0,6,21,59,41,0
8/11/2014,23,0,34,0,11,20,48,0,0,15,30,0,0,15,33,34,41,21,64,0,29,29,12,32,0,16,0,43,0,0,19,55,18,42,0,8,28,18,18,74,30,0,31,10,28,0,14,12,100,25,0
8/12/2014,17,0,32,33,13,10,17,0,18,11,19,21,0,11,12,0,15,23,31,44,21,16,11,13,34,27,0,30,16,41,16,40,9,32,0,11,20,13,9,0,39,0,29,14,61,0,6,6,100,28,0
8/13/2014,33,0,24,66,30,15,35,0,36,39,16,82,0,15,24,50,0,63,0,0,19,33,23,44,0,18,0,0,49,0,44,81,10,41,0,35,40,23,18,0,40,0,29,23,81,0,18,26,100,48,0
8/14/2014,16,52,20,0,7,10,12,51,13,12,6,13,30,6,12,16,0,14,9,30,10,10,4,6,0,12,0,20,18,29,8,27,6,14,0,8,27,5,8,0,22,0,11,5,55,63,7,6,35,13,100
8/15/2014,15,0,16,22,4,7,28,52,19,6,8,25,31,11,8,0,0,19,13,31,7,9,8,6,22,11,49,20,10,29,8,27,6,11,0,8,13,0,5,0,13,0,9,6,28,0,4,4,0,0,100
8/16/2014,0,0,22,64,7,14,40,0,45,10,15,33,0,0,0,0,0,23,35,0,0,11,11,17,63,16,0,0,0,0,17,0,8,51,0,34,0,14,9,100,24,0,18,21,62,0,0,0,90,19,0
8/17/2014,35,0,43,73,19,24,42,0,44,33,30,42,0,19,50,51,31,50,29,0,0,25,12,56,70,18,0,0,0,0,43,0,14,62,0,18,0,17,19,0,0,0,39,29,68,0,9,29,100,31,0
8/18/2014,25,0,35,36,13,10,39,0,19,10,14,22,47,18,36,37,0,16,21,73,15,21,12,18,35,14,78,31,18,0,18,61,7,22,0,18,21,8,10,54,21,100,16,11,87,0,7,7,52,23,0
8/19/2014,16,0,25,0,10,27,19,0,0,15,29,0,46,9,12,49,0,47,31,49,19,21,17,13,34,31,75,30,0,0,21,0,14,18,0,23,20,0,18,53,14,0,24,14,73,0,5,0,100,15,0
8/20/2014,25,0,31,34,11,24,0,77,17,11,12,20,0,7,12,0,15,29,16,0,22,23,16,22,0,20,75,46,34,68,14,0,9,36,0,18,20,12,5,54,21,0,13,12,21,0,6,18,100,17,0
8/21/2014,18,0,18,0,9,12,31,82,17,9,13,0,51,8,19,0,16,17,17,0,10,23,16,10,37,14,79,0,0,0,6,43,10,13,0,16,0,9,8,59,30,100,16,17,23,0,10,19,0,0,0
8/22/2014,18,0,9,36,6,8,32,80,0,10,17,0,0,6,38,75,32,30,16,0,20,11,9,19,36,9,0,32,0,46,13,42,9,21,0,19,0,8,8,0,28,100,27,10,66,0,9,7,0,21,0
8/23/2014,0,0,23,0,12,15,41,0,31,14,8,0,90,9,24,46,29,0,0,0,0,19,23,0,66,0,0,0,31,0,19,78,7,19,0,17,38,29,23,0,38,0,100,5,84,0,5,12,0,29,0
8/24/2014,25,0,24,0,13,23,44,0,22,16,16,0,70,19,18,35,0,15,0,74,29,23,13,27,100,32,0,0,0,0,23,0,15,36,0,17,59,0,21,0,0,0,54,18,64,0,9,9,0,29,0
8/25/2014,14,0,12,0,9,7,16,64,12,10,15,23,39,11,20,0,13,33,20,43,12,18,8,13,100,22,0,51,48,0,10,34,6,28,0,15,17,7,18,0,18,0,21,13,48,0,4,13,0,11,0
8/26/2014,17,0,23,34,16,13,19,0,31,8,17,21,0,18,12,24,16,20,17,52,31,10,12,10,54,24,0,0,26,0,11,41,6,26,100,12,0,9,12,58,0,95,11,13,44,0,5,15,53,11,0
8/27/2014,22,0,37,0,15,34,37,100,0,14,17,0,0,18,16,29,20,38,30,66,46,11,16,12,46,20,0,0,0,0,16,0,10,26,0,15,27,17,17,0,24,0,28,17,46,0,10,11,0,18,0
8/28/2014,21,0,12,0,11,23,16,0,12,7,7,0,0,12,0,37,12,14,13,0,17,12,5,15,0,15,0,24,15,39,0,100,6,10,0,15,16,14,17,0,11,0,18,6,29,0,3,10,43,25,0
8/29/2014,0,0,16,0,9,8,20,0,22,9,13,18,0,7,12,0,0,12,0,0,20,6,6,9,0,9,0,30,0,0,6,0,5,21,0,30,0,0,17,0,14,0,16,6,21,100,3,6,50,0,0
8/30/2014,35,0,8,0,5,0,0,0,16,6,7,0,0,7,13,0,0,11,0,0,11,10,0,10,35,0,76,0,0,0,0,0,5,28,0,9,15,0,7,0,13,0,22,4,0,0,7,12,100,10,0
8/31/2014,24,0,17,47,9,17,0,0,22,9,18,0,0,7,26,34,0,16,21,0,0,23,0,13,48,13,0,0,0,0,8,59,6,34,0,11,0,11,9,0,24,0,30,7,32,0,5,9,100,14,0
9/1/2014,17,0,22,68,6,9,19,0,16,15,5,30,49,9,12,24,16,19,0,0,10,19,15,10,0,14,0,0,53,0,0,0,12,18,0,12,23,0,12,0,28,0,34,12,33,95,3,13,100,31,0
9/2/2014,18,0,28,70,10,9,20,0,16,13,13,33,51,16,13,26,25,55,0,0,24,10,7,20,37,20,0,0,39,0,15,44,18,46,0,17,25,19,13,58,31,0,12,16,61,100,7,10,54,11,0
9/3/2014,48,0,20,23,5,8,13,0,10,9,13,0,0,8,13,0,11,9,16,0,14,11,4,12,0,13,0,0,19,33,9,0,12,14,0,11,11,8,10,76,31,0,18,7,45,66,6,7,36,9,100
9/4/2014,21,0,8,0,10,10,13,55,0,7,12,0,0,9,21,17,23,14,11,37,11,19,13,9,0,15,55,0,20,35,12,0,8,19,0,13,11,0,12,57,16,0,8,6,35,0,8,7,0,24,100
9/5/2014,23,0,14,0,9,10,26,100,19,9,25,24,0,8,16,0,21,16,21,0,20,11,8,18,46,18,0,0,22,60,13,0,14,32,0,10,18,11,23,0,24,0,14,14,42,0,10,8,66,20,0
