Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
12/10/2016,15,0,9,29,8,9,19,67,15,12,14,0,0,6,10,0,21,16,16,0,14,9,9,21,30,10,73,55,27,0,11,33,12,9,0,10,0,18,9,100,14,0,18,15,19,0,9,7,0,0,0
12/11/2016,24,0,0,0,13,19,29,68,0,13,19,0,41,16,30,22,21,34,16,48,10,15,17,26,46,10,0,0,19,43,23,0,13,20,0,9,21,13,14,100,28,0,24,19,20,0,16,19,48,22,0
12/12/2016,19,0,10,20,10,14,14,100,11,11,13,62,29,12,19,16,15,37,15,0,7,9,7,45,33,7,0,22,14,0,8,26,11,21,0,17,22,0,8,36,17,61,18,14,14,0,13,11,71,16,0
12/13/2016,0,92,21,51,13,9,27,0,28,17,20,0,0,17,46,20,19,16,36,0,13,0,21,9,28,18,0,27,19,42,16,100,9,18,0,17,19,11,11,0,52,0,31,22,27,0,29,14,45,20,0
12/14/2016,21,0,13,38,6,11,15,47,10,12,23,0,0,11,20,29,36,12,22,0,15,9,10,7,21,17,100,0,14,0,5,51,7,21,0,7,23,19,9,65,22,0,13,11,13,0,21,18,34,12,0
12/15/2016,25,0,14,48,11,13,15,71,16,16,17,0,41,11,17,33,55,0,33,0,24,13,12,40,64,10,75,30,20,0,12,0,8,11,0,19,35,31,14,49,22,88,20,16,20,100,11,11,51,22,0
12/16/2016,9,0,7,11,2,3,5,100,0,6,5,15,0,1,6,16,10,6,12,17,5,4,2,0,11,7,0,0,7,0,8,13,3,6,0,5,7,9,8,18,13,32,9,6,7,37,6,3,18,4,0
12/17/2016,8,49,11,14,4,8,7,100,0,3,7,0,0,3,13,0,31,8,10,23,5,5,5,5,15,8,0,0,0,0,4,0,3,10,0,5,10,0,4,0,7,0,8,4,0,48,10,10,23,5,66
12/18/2016,46,0,0,43,18,14,0,100,23,10,46,0,62,5,52,31,31,0,58,0,13,27,24,28,0,0,0,0,0,0,12,55,16,24,0,16,0,0,17,69,43,0,27,19,29,0,27,21,0,23,0
12/19/2016,11,69,10,0,13,7,0,0,0,5,13,0,29,3,18,0,15,12,17,0,0,9,8,14,33,14,100,42,14,0,4,27,7,26,0,9,14,9,10,0,36,0,7,8,55,0,11,5,0,14,94
12/20/2016,17,71,9,43,9,14,10,51,22,6,13,0,31,8,23,0,16,25,20,0,13,9,4,7,34,14,52,21,0,0,10,0,6,17,65,20,0,15,15,36,22,63,14,12,14,0,7,14,0,10,100
12/21/2016,18,0,7,22,9,7,11,53,17,7,24,0,0,8,12,25,17,13,24,0,17,9,8,7,23,7,0,22,0,33,12,0,3,19,0,4,16,15,10,37,23,0,21,7,14,0,12,13,0,0,100
12/22/2016,17,0,14,33,9,21,16,79,52,14,19,44,0,7,29,0,0,0,18,0,11,7,12,11,0,11,81,33,21,0,12,0,9,8,0,16,23,14,5,0,16,100,21,14,43,0,14,13,55,12,0
12/23/2016,31,0,18,0,18,30,30,0,33,11,13,78,0,11,43,0,0,34,65,0,20,21,29,21,62,42,0,61,37,0,12,73,20,27,0,17,41,24,16,0,30,0,32,14,60,0,26,42,100,46,0
12/24/2016,0,0,9,32,3,10,16,0,19,6,5,0,0,6,11,0,0,0,17,0,21,12,6,0,32,11,0,0,19,0,12,0,6,9,100,6,22,0,5,58,0,0,10,9,0,0,27,0,0,12,0
12/25/2016,17,0,10,33,5,0,0,0,21,7,11,44,0,4,18,26,25,0,19,0,11,17,10,0,35,12,0,0,21,0,13,0,5,10,100,0,24,14,11,62,16,0,32,15,24,0,11,8,0,13,0
12/26/2016,17,0,21,22,9,8,0,53,13,6,9,0,0,6,16,35,34,13,12,38,8,19,6,0,46,8,0,24,14,33,4,28,4,26,0,8,24,10,22,80,16,0,21,10,16,0,7,17,0,9,100
12/27/2016,14,0,12,46,6,10,8,36,18,8,15,21,22,10,18,12,24,44,17,27,16,5,8,11,24,5,0,16,30,35,8,20,6,15,100,10,17,9,8,28,28,49,5,8,32,50,10,9,0,8,73
12/28/2016,49,0,16,62,14,21,24,73,17,11,27,0,47,15,46,50,24,42,34,52,21,12,6,22,0,15,77,49,20,0,10,0,12,22,100,14,22,41,20,0,30,0,19,22,28,99,20,16,51,20,0
12/29/2016,24,0,29,46,6,10,40,0,17,9,28,41,0,14,26,25,23,29,51,53,0,12,12,27,0,22,76,33,19,0,10,0,11,19,100,8,54,32,15,54,59,97,19,18,21,97,11,13,49,12,0
12/30/2016,16,0,9,61,15,10,16,0,0,10,19,40,0,8,0,0,24,17,17,0,11,15,0,33,0,11,0,0,19,46,12,0,9,23,100,12,43,0,7,57,29,0,9,13,41,0,7,11,0,24,0
12/31/2016,31,0,22,31,7,17,16,0,0,12,16,40,0,11,22,24,0,0,16,78,10,7,6,44,31,17,74,0,0,44,6,0,6,17,100,11,32,0,7,0,14,99,18,7,42,0,9,12,0,12,0
1/1/2017,32,0,11,0,7,14,23,0,27,10,16,0,0,7,31,16,16,0,15,36,11,13,7,15,21,23,100,23,13,31,13,0,8,17,0,10,30,10,8,0,29,0,16,13,15,0,9,10,34,8,0
1/2/2017,24,0,8,23,9,16,25,0,22,13,21,35,0,11,53,18,18,34,19,0,15,6,14,51,24,22,0,0,15,36,9,0,11,33,75,14,17,22,10,0,33,74,8,17,17,0,30,6,100,31,0
1/3/2017,17,0,42,32,12,11,25,78,27,17,43,48,0,21,18,25,62,28,36,55,32,23,16,17,52,23,80,0,43,0,13,43,10,51,0,21,0,29,24,57,86,100,26,32,66,0,38,21,0,25,0
1/4/2017,18,0,14,43,12,14,22,53,12,16,24,33,0,16,37,17,66,26,25,38,25,5,9,23,23,8,54,25,44,34,18,43,9,29,0,19,39,0,15,58,43,0,22,19,15,75,14,17,0,0,100
1/5/2017,10,0,11,25,10,10,16,63,7,11,14,19,0,5,19,10,14,15,12,0,6,8,6,11,14,8,100,14,21,20,4,25,6,9,43,6,18,6,12,0,21,39,11,8,9,0,5,12,22,10,0
1/6/2017,14,0,27,55,13,23,14,100,0,15,36,0,39,7,41,0,21,16,25,0,12,13,8,25,42,20,0,60,35,42,9,36,7,29,91,12,45,12,14,0,53,87,21,11,25,0,18,17,46,16,0
1/7/2017,0,0,7,26,5,5,8,37,10,6,16,22,0,4,21,0,12,9,30,27,13,6,6,9,16,12,40,17,9,0,0,21,2,17,0,6,22,10,11,27,22,100,7,11,21,0,16,6,25,6,0
1/8/2017,15,100,18,55,14,9,15,67,17,10,34,0,0,6,30,21,21,0,15,0,18,17,22,0,29,20,0,30,26,42,8,55,9,28,0,10,20,23,16,97,33,0,18,24,19,0,18,7,45,27,0
1/9/2017,25,0,36,54,17,19,23,69,57,15,48,42,58,8,30,21,42,22,47,97,33,14,13,13,0,20,0,30,37,0,8,57,19,43,89,7,60,18,9,100,32,83,33,26,19,0,25,14,71,22,0
1/10/2017,27,0,25,61,17,17,22,77,47,19,31,0,43,14,37,0,35,30,17,55,31,13,8,15,32,28,0,33,42,50,32,0,20,44,100,24,30,26,14,55,61,91,21,19,21,0,14,18,52,28,0
1/11/2017,21,0,9,48,10,9,21,100,19,9,27,29,28,10,26,16,25,12,22,53,17,8,18,14,42,11,0,0,40,0,14,0,12,27,65,13,14,13,11,0,49,0,26,15,20,0,18,19,51,10,0
1/12/2017,22,75,13,100,8,7,11,0,32,6,19,0,30,7,20,16,32,25,42,37,14,8,11,15,22,11,0,44,18,33,13,28,13,30,0,16,29,18,20,55,17,0,11,15,19,73,12,8,35,8,0
1/13/2017,19,100,7,14,6,19,10,35,12,5,18,20,20,4,15,11,11,8,20,25,5,7,7,21,0,7,37,0,0,23,6,19,5,9,0,8,19,10,8,25,14,46,11,9,10,50,6,6,47,9,0
1/14/2017,6,35,3,10,3,10,6,0,7,4,6,14,0,3,6,8,0,6,6,17,6,4,5,8,11,3,26,11,0,0,5,13,3,7,0,3,13,6,3,18,8,0,3,4,7,0,5,6,0,4,100
1/15/2017,0,0,6,20,6,7,11,98,30,10,12,0,0,10,11,23,15,24,17,53,11,12,8,19,22,7,0,21,27,31,7,0,6,19,0,8,14,9,10,37,14,0,14,10,14,0,18,10,0,13,100
1/16/2017,23,75,11,0,12,14,34,51,29,12,21,0,0,10,20,31,24,17,23,38,0,17,16,11,34,20,0,45,15,33,15,28,7,25,0,11,15,12,13,57,49,63,17,14,29,0,23,22,35,24,100
1/17/2017,26,76,14,20,13,17,17,0,27,15,23,31,0,19,25,22,24,19,23,36,14,20,14,8,55,19,0,0,15,34,16,0,12,30,0,16,61,12,15,0,21,63,23,18,25,73,23,13,35,14,100
1/18/2017,24,100,21,40,19,23,23,70,17,12,22,42,0,20,13,22,52,44,36,71,22,22,13,10,43,20,0,31,29,0,24,76,21,29,93,25,60,20,20,0,32,85,25,30,39,98,27,31,0,22,0
1/19/2017,45,0,18,41,15,20,0,0,37,18,46,0,0,21,56,44,42,17,31,0,15,20,6,10,44,10,77,31,59,0,18,59,24,28,0,22,41,12,12,0,49,0,28,23,20,100,28,22,0,12,0
1/20/2017,94,0,75,0,22,20,100,0,0,25,49,0,84,41,44,0,45,36,33,0,0,22,29,0,0,32,0,0,0,0,25,0,46,41,0,17,43,26,25,0,44,0,30,28,0,0,26,30,0,25,0
1/21/2017,25,0,6,0,6,7,15,0,12,7,12,27,56,6,12,16,20,23,11,0,14,8,5,7,20,14,0,22,13,0,13,39,12,20,0,6,14,22,10,0,19,0,26,7,27,0,7,7,49,16,100
1/22/2017,11,0,20,20,8,19,11,0,13,10,16,0,29,8,28,27,16,12,23,0,12,10,6,12,22,15,0,68,14,0,17,28,22,20,0,11,15,28,10,0,27,0,21,13,29,0,12,9,51,14,100
1/23/2017,22,76,11,34,12,12,11,54,13,11,25,32,30,20,30,33,16,25,32,35,17,10,9,18,45,17,55,23,29,33,17,28,16,27,68,21,15,26,26,54,41,0,21,14,29,0,35,17,35,11,100
1/24/2017,12,0,7,14,9,13,8,38,18,8,20,22,21,10,10,0,0,9,21,0,10,0,6,13,0,8,0,15,15,0,6,20,11,19,47,11,26,20,12,75,36,0,20,8,20,100,23,21,25,23,0
1/25/2017,22,0,45,27,21,14,30,71,34,18,51,42,0,11,20,22,0,34,79,50,34,23,19,20,30,10,75,30,29,0,24,0,13,22,0,16,0,25,17,48,21,87,19,30,20,100,31,11,48,11,0
1/26/2017,37,0,17,29,10,11,11,100,25,15,25,0,0,9,21,23,15,12,28,53,21,9,8,11,31,7,53,43,14,33,13,0,8,22,0,6,36,15,11,0,16,0,24,12,14,70,15,5,0,12,94
1/27/2017,30,100,12,47,10,26,15,0,27,11,26,41,0,4,27,0,44,17,48,50,20,9,8,16,75,13,0,0,19,0,8,38,10,27,0,13,41,29,9,0,14,91,25,19,20,97,25,7,47,17,0
1/28/2017,14,0,8,31,8,14,16,49,14,6,16,0,0,4,21,16,15,23,23,0,14,8,6,11,22,11,53,21,0,30,7,53,6,9,0,11,0,9,7,0,10,100,10,11,0,66,17,10,0,8,97
1/29/2017,22,0,22,31,13,17,26,51,14,7,12,0,0,7,24,27,16,28,24,36,9,13,7,10,33,15,0,33,14,0,4,28,12,17,66,8,30,23,14,35,27,67,20,14,15,0,13,11,33,22,100
1/30/2017,25,0,10,30,10,20,20,39,10,9,20,24,23,13,11,24,23,18,32,27,21,12,6,11,33,19,40,17,11,50,10,21,14,17,100,12,22,28,15,26,40,98,21,13,14,55,20,4,0,10,74
1/31/2017,22,100,22,27,19,22,15,69,17,18,32,64,0,12,16,64,31,25,62,48,34,33,16,24,58,10,71,29,38,0,14,56,33,30,89,18,46,24,26,46,27,88,31,21,29,97,43,26,92,22,0
2/1/2017,21,0,8,0,8,22,9,60,16,6,10,25,23,10,17,12,12,19,36,42,11,13,15,12,0,6,0,17,22,0,14,44,22,23,0,8,17,11,15,27,23,100,11,15,16,0,30,9,27,6,75
2/2/2017,11,38,3,10,5,14,6,66,7,8,9,16,0,5,6,8,0,6,9,19,4,6,7,4,22,4,0,0,0,0,9,14,8,12,0,7,0,11,6,36,18,0,7,4,7,0,10,10,18,4,100
2/3/2017,15,0,9,41,11,19,0,0,19,23,19,0,0,15,15,44,22,16,16,49,14,13,16,10,29,20,0,0,38,0,6,0,15,19,0,13,20,23,16,72,27,0,9,19,19,100,9,14,0,11,0
2/4/2017,0,0,15,32,11,16,17,0,22,6,26,45,0,15,45,74,25,18,45,0,21,7,6,35,33,22,0,0,21,0,10,0,21,33,100,21,22,0,10,53,31,0,15,14,54,0,14,23,51,12,0
2/5/2017,23,0,19,57,8,17,32,0,62,18,20,44,0,9,35,23,23,34,33,49,39,23,14,11,0,10,74,31,20,45,19,0,20,21,93,7,42,13,19,49,43,0,23,21,51,100,13,12,0,17,0
2/6/2017,28,0,23,61,10,12,23,0,15,17,20,32,31,7,25,33,0,25,16,48,11,15,10,8,21,7,0,0,0,34,17,30,13,20,0,12,41,19,19,72,42,66,21,16,15,0,22,9,0,16,100
2/7/2017,28,78,21,41,16,27,12,0,30,18,28,0,0,14,34,33,17,25,12,36,10,10,19,12,22,11,0,23,20,70,14,29,8,22,70,10,0,32,16,73,25,66,11,14,15,0,22,10,0,19,100
2/8/2017,10,100,7,13,9,12,8,34,13,9,17,21,20,5,21,16,11,16,13,35,8,5,12,5,19,6,0,15,10,23,5,19,5,12,0,5,20,16,6,24,22,0,5,16,10,0,15,18,35,9,64
2/9/2017,35,100,15,36,14,14,23,0,38,17,25,85,0,11,46,22,44,0,32,47,12,6,23,17,29,16,0,61,26,44,12,58,11,18,0,18,33,19,15,49,23,90,28,19,26,0,20,22,46,16,0
2/10/2017,17,0,29,31,14,10,0,0,0,19,28,44,0,13,28,24,0,27,54,54,16,28,15,34,33,0,79,100,21,0,6,0,14,15,0,12,67,14,18,53,46,0,25,10,21,0,14,8,0,0,0
2/11/2017,17,0,28,0,10,15,32,0,0,11,24,41,45,12,39,0,0,17,17,0,20,20,9,17,32,11,0,32,20,0,9,0,14,33,0,6,0,53,5,0,62,100,15,20,0,0,33,12,0,24,0
2/12/2017,25,0,10,31,10,16,32,75,20,10,26,0,47,13,50,0,24,18,36,54,10,24,6,23,33,11,0,0,22,47,0,40,17,19,0,15,67,36,20,98,31,100,26,22,22,0,20,25,0,12,0
2/13/2017,25,0,15,29,13,10,33,74,29,19,31,47,88,15,11,48,23,27,17,56,20,14,16,11,65,21,0,32,22,0,6,0,14,51,100,18,65,42,18,50,30,95,25,25,22,0,17,17,0,24,0
2/14/2017,14,0,6,29,5,10,11,38,28,10,12,0,0,6,13,24,12,18,11,26,10,7,12,11,24,11,41,32,16,0,5,0,6,13,100,10,38,9,16,26,15,47,10,11,27,0,11,11,26,18,0
2/15/2017,60,93,8,24,16,18,14,62,0,17,23,0,0,25,18,20,20,15,29,44,8,17,16,46,53,18,100,0,36,0,16,36,6,12,83,17,27,23,19,43,48,79,17,24,27,0,22,10,43,30,0
2/16/2017,30,100,18,27,14,26,31,0,18,19,28,0,0,15,27,22,66,17,31,50,23,17,10,24,29,30,73,46,39,45,18,38,13,21,91,11,20,21,9,0,45,0,22,19,29,0,28,15,0,26,0
2/17/2017,31,0,17,0,11,35,27,73,18,8,22,41,0,8,21,0,35,17,26,52,15,16,9,18,39,10,0,64,19,46,12,39,9,19,97,25,41,13,14,49,28,0,16,15,20,100,22,15,49,12,0
2/18/2017,0,0,24,42,14,27,34,0,26,17,29,58,0,15,47,33,33,0,23,0,24,19,14,39,43,22,0,0,0,0,13,53,15,29,0,12,58,28,18,0,34,0,35,11,27,0,18,36,100,25,0
2/19/2017,22,0,10,20,8,11,29,50,0,8,13,46,0,5,23,16,16,0,11,0,10,5,8,15,0,15,52,0,14,30,15,28,7,20,68,12,19,9,9,36,37,68,24,9,15,0,14,18,33,8,100
2/20/2017,34,0,17,25,16,18,36,95,27,10,31,41,0,10,29,20,20,15,35,0,12,14,11,26,80,31,100,27,27,39,13,36,13,20,85,20,36,12,14,0,54,85,26,23,37,0,21,26,88,27,0
2/21/2017,21,0,15,29,12,19,11,100,13,13,19,31,0,9,30,32,16,12,45,41,25,13,12,19,28,7,52,44,0,0,15,28,14,23,0,13,29,15,20,37,44,64,34,17,49,0,18,17,47,19,0
2/22/2017,25,49,16,32,9,17,7,100,0,12,11,0,20,6,10,16,10,16,15,27,11,7,4,7,28,5,35,14,13,0,6,19,7,22,0,3,15,6,6,0,33,42,15,12,16,0,13,11,0,11,0
2/23/2017,16,73,17,51,11,22,16,100,13,14,17,31,43,5,12,15,0,12,17,0,17,5,11,15,21,10,78,31,28,33,10,27,6,23,0,10,22,9,9,0,23,59,11,10,14,71,21,15,35,8,0
2/24/2017,38,100,27,28,12,13,23,0,45,12,16,42,0,8,35,22,21,16,17,0,10,13,16,21,30,10,73,0,39,46,24,38,13,24,0,16,20,13,9,0,28,87,28,14,77,0,19,18,49,11,0
2/25/2017,23,0,18,22,9,14,35,0,0,11,7,31,0,6,12,0,31,0,20,37,14,5,10,8,0,16,0,0,14,33,7,29,8,13,0,8,15,23,6,0,18,69,14,13,20,0,15,7,35,8,100
2/26/2017,23,0,10,31,11,16,11,0,14,11,17,0,30,11,20,16,16,12,30,36,18,9,9,18,23,13,54,22,0,34,6,57,11,12,67,9,22,19,9,0,34,64,16,14,29,0,20,9,51,33,100
2/27/2017,12,0,6,18,10,18,7,64,12,10,15,0,19,5,21,10,25,12,17,0,14,4,12,13,14,5,100,14,10,34,5,18,7,16,43,5,19,6,4,44,11,40,7,11,9,0,17,10,37,19,62
2/28/2017,15,0,14,54,21,14,30,70,19,15,36,43,42,19,26,66,32,17,27,50,37,26,16,26,30,15,72,30,42,100,30,38,18,30,93,24,41,27,24,48,56,0,19,28,20,0,22,31,49,28,0
3/1/2017,27,0,37,73,23,32,34,93,25,12,55,75,57,28,55,29,29,45,30,66,21,26,22,23,53,34,100,0,42,0,26,53,13,29,0,22,64,18,21,97,55,0,21,31,62,0,28,48,66,15,0
3/2/2017,24,98,9,40,16,19,20,67,36,15,35,40,0,14,29,42,20,27,26,47,21,6,16,20,29,25,0,88,39,47,14,75,9,28,0,14,30,29,9,0,27,85,37,18,31,100,28,11,0,25,0
3/3/2017,21,100,18,29,18,13,16,0,28,13,41,0,41,15,31,22,22,16,16,49,19,17,14,10,51,21,0,61,29,47,14,39,14,27,0,7,41,13,14,0,28,92,19,20,30,0,25,17,50,15,0
3/4/2017,18,0,17,30,10,8,11,100,14,11,23,31,30,12,13,26,16,12,24,36,12,10,12,8,23,8,54,23,14,33,6,0,10,17,70,11,15,9,8,36,21,0,11,10,0,0,14,16,37,13,0
3/5/2017,22,0,13,72,15,22,22,0,34,13,20,37,0,10,13,0,24,14,18,42,25,26,16,15,0,12,63,27,17,39,14,100,13,18,0,21,17,16,10,42,29,0,17,14,26,0,11,15,43,10,0
3/6/2017,23,0,14,0,12,12,20,68,25,13,24,0,27,8,20,28,27,21,17,33,10,17,17,11,25,9,0,40,27,30,12,100,12,18,0,9,32,23,17,31,39,59,27,23,38,0,18,10,32,11,0
3/7/2017,30,0,33,83,27,59,61,94,50,24,40,58,54,22,54,43,28,22,62,66,25,18,28,18,77,27,0,41,54,61,23,51,34,64,0,22,40,29,15,0,47,0,43,35,52,0,38,20,100,29,0
3/8/2017,15,0,32,37,21,20,23,73,29,19,36,44,85,13,53,22,37,27,40,52,16,19,12,21,46,21,0,64,31,48,24,0,25,23,0,11,35,32,18,0,15,0,30,25,31,100,11,26,54,34,0
3/9/2017,11,76,14,30,11,7,19,51,14,11,25,47,31,14,23,16,16,13,0,36,9,12,9,8,22,23,0,31,22,0,10,43,17,21,0,11,38,16,11,34,28,69,25,12,24,0,11,6,0,16,100
3/10/2017,22,0,17,0,11,7,16,0,13,7,13,30,30,7,10,16,0,12,11,0,11,5,6,0,0,0,0,21,14,32,5,28,13,12,0,10,87,9,8,0,15,0,10,14,14,0,17,10,34,8,100
3/11/2017,42,0,25,0,15,26,21,93,26,21,25,58,59,15,43,31,44,0,21,0,26,14,12,28,42,21,100,40,0,58,12,53,18,26,0,7,28,35,13,66,46,0,44,24,42,0,26,19,63,22,0
3/12/2017,21,0,13,27,10,11,0,69,18,15,23,0,30,13,32,0,15,11,21,34,10,7,8,14,37,7,52,21,13,31,11,0,10,17,0,9,29,9,15,0,27,61,22,7,14,0,19,20,32,12,100
3/13/2017,14,0,15,45,13,15,17,47,24,13,23,0,0,11,12,17,15,18,21,34,15,8,16,18,35,18,52,0,55,32,14,54,7,26,0,19,31,27,5,35,27,61,18,10,23,0,25,21,0,11,100
3/14/2017,13,61,5,38,9,7,12,39,18,9,23,0,32,9,16,21,13,20,21,57,10,17,8,6,26,18,0,0,11,0,9,34,6,11,0,14,26,7,7,58,15,100,24,9,18,60,22,13,0,13,0
3/15/2017,10,52,9,30,7,14,11,100,9,8,15,20,20,10,17,18,15,17,13,37,13,12,9,5,22,8,37,22,9,0,7,39,6,7,0,5,11,12,5,24,22,42,22,10,20,0,7,6,34,11,0
3/16/2017,12,0,9,20,9,15,24,52,14,12,18,47,31,14,34,24,17,32,35,39,14,20,13,8,25,13,0,58,15,36,10,0,10,18,74,10,0,9,10,38,24,100,17,12,15,80,19,11,0,8,0
3/17/2017,15,0,0,0,13,10,31,0,0,12,25,0,40,7,25,47,0,0,31,50,0,13,11,0,32,16,0,30,18,45,20,0,8,24,0,16,0,12,11,0,33,0,19,17,29,100,33,21,0,32,0
3/18/2017,8,51,0,32,4,5,8,0,14,3,13,0,0,2,10,12,12,0,8,0,0,21,3,11,0,6,0,0,10,0,10,20,7,8,0,5,0,6,4,0,11,100,0,6,21,0,12,4,0,6,0
3/19/2017,14,0,9,19,7,14,18,100,11,7,21,0,24,8,32,14,29,10,16,29,19,8,6,12,37,13,44,19,19,0,6,24,10,14,54,9,24,19,6,28,19,53,17,12,12,0,13,6,55,10,0
3/20/2017,31,0,28,100,15,19,16,71,28,14,26,46,43,23,47,23,48,17,24,50,48,17,17,21,30,16,0,31,60,47,18,42,24,19,0,14,40,32,5,0,21,0,44,28,29,98,31,35,97,17,0
3/21/2017,16,52,9,17,5,12,12,53,0,8,10,23,21,7,16,0,24,9,19,0,10,9,7,0,31,11,0,16,27,0,8,21,5,16,46,13,44,6,6,0,19,87,10,9,10,100,14,6,0,17,0
3/22/2017,31,100,27,0,13,13,22,68,0,14,28,0,42,15,41,0,24,17,57,48,19,13,17,15,39,17,76,61,19,0,20,41,13,21,88,20,45,13,18,93,47,83,38,25,19,97,23,15,72,30,0
3/23/2017,40,0,15,33,15,33,21,71,18,19,61,45,43,17,22,33,36,17,27,0,10,10,18,24,31,14,78,31,0,47,12,62,13,32,92,21,47,14,26,100,29,0,36,16,30,0,30,10,52,29,0
3/24/2017,17,0,20,68,10,21,23,0,20,15,35,47,0,9,28,24,51,19,23,0,18,15,19,0,32,11,84,33,0,0,15,44,8,14,0,13,36,0,25,55,24,100,21,16,53,0,26,28,57,12,0
3/25/2017,16,0,14,61,10,30,15,74,28,7,21,0,43,6,26,22,0,0,65,0,20,7,17,26,0,11,0,0,0,43,6,40,14,14,0,17,30,0,9,0,42,0,29,8,0,0,7,18,100,28,0
3/26/2017,12,58,8,22,8,9,9,61,26,6,17,26,100,4,12,38,13,28,33,28,11,8,11,21,0,18,0,17,11,25,6,46,10,9,0,6,15,16,11,0,26,79,7,7,17,0,11,7,28,17,84
3/27/2017,13,100,7,27,9,5,15,36,21,12,19,34,44,4,16,21,28,11,16,36,9,9,10,9,0,10,0,25,10,33,14,20,9,16,46,6,23,14,14,24,20,67,12,10,24,0,13,11,24,13,0
3/28/2017,14,66,18,36,10,14,15,49,16,12,32,0,30,14,32,0,29,23,11,100,19,9,14,14,40,27,0,20,0,0,8,26,13,22,0,17,13,9,18,53,24,60,19,15,13,66,16,17,0,19,0
3/29/2017,18,55,15,15,8,12,9,41,20,8,26,0,25,11,18,24,12,19,0,28,16,5,9,9,0,11,42,25,15,0,10,22,6,18,51,13,22,12,13,36,31,100,11,11,17,0,14,7,56,11,0
3/30/2017,18,0,15,20,12,7,17,54,27,12,20,0,0,9,19,16,17,21,18,0,23,10,12,23,44,11,0,22,21,0,9,43,6,19,69,10,15,17,10,36,30,100,26,19,19,73,20,13,72,17,0
3/31/2017,38,0,24,60,15,27,55,0,25,20,36,0,0,16,15,32,63,47,23,0,18,28,25,15,43,36,0,41,26,0,24,0,16,27,0,21,42,19,26,100,45,0,32,27,41,0,17,18,66,40,0
4/1/2017,43,0,29,78,11,12,20,0,0,9,23,0,0,19,22,0,30,23,29,93,32,15,16,22,0,28,100,52,24,0,21,0,19,32,0,19,26,17,8,65,57,0,13,24,0,0,28,15,63,15,0
4/2/2017,20,100,13,27,12,19,23,92,28,17,22,87,0,11,32,21,44,18,23,0,19,7,19,16,89,20,98,45,29,44,10,77,14,22,0,14,38,46,16,0,27,0,37,18,20,100,31,27,48,15,0
4/3/2017,10,0,22,37,9,19,0,48,25,12,24,30,0,15,22,0,22,0,11,99,32,9,34,14,20,10,50,0,20,31,6,39,17,18,0,13,40,18,16,0,46,0,10,18,35,68,21,17,100,11,0
4/4/2017,29,100,36,54,20,43,23,70,27,18,47,43,42,14,24,43,21,18,48,48,22,18,25,15,30,15,0,61,19,45,12,0,18,36,0,24,39,39,11,71,67,0,34,25,41,98,19,13,74,22,0
4/5/2017,33,56,18,25,9,11,13,40,14,7,22,37,47,5,21,18,21,17,15,0,14,15,12,6,0,8,0,29,16,51,8,34,14,27,0,5,23,18,10,54,20,100,17,10,12,56,16,12,41,16,80
4/6/2017,13,0,12,26,10,16,17,77,10,4,18,46,23,11,12,12,13,10,9,27,10,5,9,9,0,8,42,17,14,0,8,0,11,23,51,7,11,15,8,35,27,100,8,10,0,55,6,9,26,25,0
4/7/2017,10,0,9,20,9,11,21,69,0,10,5,27,0,11,17,15,15,24,0,0,6,9,14,9,32,7,100,21,12,0,8,26,11,11,0,8,27,8,9,0,14,0,10,11,20,0,13,10,0,8,0
4/8/2017,11,0,10,22,5,7,23,74,13,8,17,28,0,8,8,0,17,12,12,0,7,5,9,0,23,12,0,89,13,0,4,0,15,8,0,8,14,22,9,35,26,100,9,8,28,0,14,10,35,17,0
4/9/2017,55,0,0,0,20,20,24,100,27,16,44,59,0,17,59,32,0,50,48,0,21,10,43,29,0,15,0,43,28,0,18,0,35,58,0,24,57,0,21,0,53,0,48,31,0,0,33,21,0,32,0
4/10/2017,16,70,10,19,13,20,12,100,27,6,35,0,0,12,32,46,0,30,12,36,18,7,11,0,0,14,0,21,0,0,18,27,17,27,0,23,21,19,7,71,27,62,0,15,14,0,17,25,0,24,0
4/11/2017,22,0,27,35,11,28,22,100,23,9,35,0,36,11,32,19,27,29,35,43,17,10,24,22,0,9,63,26,18,79,18,99,19,31,78,14,41,11,11,43,30,77,16,21,42,85,23,11,44,23,0
4/12/2017,14,56,8,30,9,13,18,39,10,5,18,23,23,7,23,12,12,10,14,27,17,11,11,11,17,9,0,0,0,50,6,22,9,12,0,8,19,17,14,0,27,100,11,12,22,0,5,13,44,13,0
4/13/2017,12,0,5,14,8,12,9,56,19,8,18,22,21,5,20,12,0,15,9,53,8,4,3,5,33,6,40,31,10,24,4,30,5,7,0,8,32,16,4,0,15,100,15,9,0,53,7,13,28,12,0
