Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1/27/2015,31,0,28,52,24,45,32,0,29,18,77,44,0,14,94,72,32,19,28,0,50,37,21,43,0,32,0,97,35,0,20,100,18,43,0,14,20,29,27,81,93,0,80,31,33,0,14,0,0,40,0
1/28/2015,21,0,14,78,7,22,30,0,12,8,31,0,36,15,28,0,0,19,27,0,21,26,11,7,28,8,0,49,18,0,8,100,9,27,0,9,20,12,10,0,41,67,8,16,0,63,4,19,41,13,0
1/29/2015,23,51,8,29,5,8,0,100,11,8,18,0,0,7,12,0,12,9,29,0,28,9,4,7,20,14,0,17,13,28,11,48,7,14,0,6,14,9,9,0,23,67,12,11,0,0,5,14,30,10,0
1/30/2015,12,0,5,26,4,8,0,50,13,9,9,0,0,4,11,13,12,7,15,0,9,7,4,6,0,0,0,14,12,0,4,48,6,5,0,0,7,7,5,0,9,100,6,8,0,46,3,6,0,9,0
1/31/2015,24,0,24,38,9,10,24,100,25,18,21,28,51,10,31,0,22,12,20,53,16,7,7,14,0,12,0,25,45,0,17,0,6,7,0,7,21,15,15,0,32,92,11,5,24,0,6,11,0,22,0
2/1/2015,24,0,21,19,5,14,12,100,7,6,11,0,27,3,16,0,12,7,11,29,19,6,4,11,20,6,0,15,0,0,9,25,6,7,52,3,7,4,8,0,13,0,6,5,13,0,5,8,0,6,0
2/2/2015,29,68,10,24,9,17,30,0,21,11,12,44,34,8,24,17,31,22,13,37,19,7,21,17,26,8,0,20,28,0,12,0,7,15,100,7,14,6,9,72,32,0,15,10,16,0,9,5,0,10,100
2/3/2015,0,0,3,29,5,6,14,32,6,6,10,21,0,7,7,0,15,12,0,19,4,7,8,7,13,4,28,10,0,19,6,0,5,7,100,8,7,4,3,19,14,0,5,7,16,0,4,8,0,14,0
2/4/2015,15,0,7,60,8,15,15,100,9,11,24,0,0,7,18,0,21,16,41,0,8,10,16,11,40,13,0,30,0,0,10,34,12,17,71,21,20,9,17,40,19,66,16,18,0,66,5,17,0,11,0
2/5/2015,59,0,21,0,10,22,0,100,13,25,25,33,0,15,16,54,24,44,41,60,26,15,12,12,0,12,0,60,26,59,15,51,12,28,0,18,15,9,16,0,59,0,36,23,0,0,11,12,0,36,0
2/6/2015,12,0,5,0,4,11,12,0,13,9,5,0,27,2,16,0,0,7,19,0,13,4,4,11,0,9,0,14,12,57,4,0,3,18,0,5,14,0,8,0,17,100,12,9,0,0,4,9,0,6,79
2/7/2015,27,100,16,66,10,11,26,0,21,10,12,31,0,8,53,42,26,14,21,0,18,8,8,18,44,14,0,29,25,55,15,54,7,13,0,15,14,16,6,0,71,0,12,7,25,0,5,7,65,25,0
2/8/2015,20,84,13,55,10,14,0,0,22,12,14,27,44,11,26,0,20,23,16,0,0,15,13,13,34,10,71,24,20,85,12,42,9,18,0,10,18,7,12,43,37,78,19,12,0,0,7,6,100,14,0
2/9/2015,34,51,10,19,7,7,11,0,16,8,18,32,26,11,15,0,0,14,28,0,9,6,9,16,39,8,0,0,13,0,11,24,9,12,100,7,7,4,15,27,27,0,11,10,21,45,3,10,29,8,0
2/10/2015,22,97,15,55,15,10,43,0,13,27,43,46,100,9,52,0,22,0,37,0,23,14,37,30,0,28,0,28,51,55,14,46,12,19,0,13,14,8,15,0,16,0,21,20,21,0,9,22,0,27,0
2/11/2015,24,0,16,0,9,22,0,95,0,17,34,33,55,27,63,26,24,24,49,0,37,8,24,22,41,24,0,0,27,58,19,0,16,25,0,14,15,9,20,59,40,100,19,19,44,0,12,10,62,12,0
2/12/2015,0,0,13,17,4,7,0,100,6,6,7,14,23,10,17,11,20,18,8,0,0,5,10,9,0,5,38,0,0,0,6,21,4,13,0,9,6,6,6,25,29,44,19,7,14,0,3,6,0,12,0
2/13/2015,0,93,10,40,4,10,22,0,0,11,10,56,0,13,25,25,0,12,19,55,18,11,17,10,0,12,0,26,23,53,12,49,8,18,100,13,20,8,10,0,38,0,10,12,20,0,4,7,0,18,0
2/14/2015,30,0,12,0,6,0,0,0,16,9,20,33,0,9,39,32,0,30,0,64,15,22,9,13,100,29,0,33,28,0,8,0,8,20,0,16,32,0,8,63,20,0,23,10,25,0,9,9,0,14,0
2/15/2015,21,0,0,70,5,14,0,0,13,13,19,0,100,20,21,22,21,23,35,48,21,6,7,38,0,11,0,0,0,0,12,0,3,18,0,21,12,8,10,47,14,0,18,14,20,0,7,7,48,10,0
2/16/2015,0,0,5,0,3,11,12,46,8,8,9,0,29,5,24,13,0,11,11,0,19,4,4,14,0,12,0,31,0,0,4,0,6,12,0,10,8,0,5,30,26,100,14,9,0,0,2,6,30,11,0
2/17/2015,15,70,9,0,10,15,45,62,33,13,16,22,0,9,21,17,24,20,15,42,8,12,5,14,27,8,0,0,0,37,12,66,6,17,68,11,10,6,9,40,23,65,10,17,17,61,8,16,80,15,100
2/18/2015,22,67,9,25,7,7,14,60,0,8,13,23,0,15,17,17,23,14,36,0,12,7,15,14,26,10,0,0,17,0,19,32,5,18,69,9,29,6,13,0,22,0,7,11,32,0,4,21,0,20,100
2/19/2015,13,0,11,31,4,6,0,100,0,8,12,0,0,9,21,14,0,12,0,0,10,8,11,11,22,10,0,19,0,31,10,26,5,15,0,8,16,10,11,0,23,0,8,6,13,0,5,6,0,12,0
2/20/2015,14,57,6,0,6,20,0,0,8,9,14,29,30,6,14,31,0,19,12,0,10,9,14,6,23,10,100,0,0,0,4,0,8,10,0,8,8,5,8,0,19,0,11,3,14,0,3,4,0,0,0
2/21/2015,26,0,14,84,5,18,53,100,16,19,34,0,0,11,17,29,0,13,22,0,32,16,14,0,0,19,89,0,0,0,7,53,12,14,0,11,14,0,10,0,41,0,10,9,0,0,3,16,0,12,0
2/22/2015,28,0,24,0,6,13,27,0,0,2,8,33,0,7,9,16,14,8,12,0,7,4,5,6,23,0,100,0,14,0,6,0,8,16,0,4,17,5,5,33,10,0,6,7,15,0,7,9,0,20,0
2/23/2015,45,100,21,0,8,35,0,0,14,11,31,55,53,23,26,26,47,35,21,0,25,20,31,28,39,18,86,35,26,60,17,0,10,48,0,34,34,18,11,57,38,98,17,22,32,97,9,16,0,27,0
2/24/2015,15,0,11,25,9,23,14,0,14,10,14,32,35,11,20,25,0,23,21,0,8,23,10,25,26,13,56,34,17,0,11,31,9,9,0,9,10,6,12,0,24,0,11,15,16,63,7,13,37,15,100
2/25/2015,11,47,10,36,9,20,0,0,10,4,12,19,100,6,12,18,11,10,10,26,11,8,5,5,19,6,40,16,12,0,6,22,6,13,0,9,7,4,9,27,18,90,7,9,11,47,5,6,26,11,72
2/26/2015,0,0,12,0,11,13,0,100,9,8,8,0,0,10,21,0,13,16,23,0,7,8,11,17,22,10,47,0,14,0,8,0,3,8,57,6,12,0,6,31,36,54,14,8,20,0,5,6,31,26,0
2/27/2015,50,100,15,39,13,23,24,0,23,11,25,30,0,5,65,27,0,27,22,0,13,8,20,16,41,12,88,0,24,60,11,48,10,20,0,14,27,0,9,0,33,0,20,13,48,97,8,37,56,24,0
2/28/2015,0,46,5,0,4,14,0,45,7,5,6,13,25,3,12,13,11,18,41,0,0,3,4,10,0,0,40,0,0,0,3,22,3,7,0,7,6,6,9,0,15,100,9,6,11,44,3,7,50,8,0
3/1/2015,26,0,11,42,12,31,0,100,33,11,15,35,59,17,30,44,26,15,39,0,13,8,24,30,45,13,0,39,27,60,16,54,13,30,0,15,15,9,15,0,28,0,26,14,27,0,8,26,59,33,0
3/2/2015,62,0,9,85,13,31,19,0,26,22,22,30,48,16,28,23,0,13,19,100,11,13,18,24,0,0,0,0,23,50,16,0,12,36,0,16,0,0,25,0,53,0,23,16,22,0,17,7,0,10,0
3/3/2015,0,0,14,26,9,16,15,62,13,12,19,22,36,10,16,27,16,29,14,38,8,14,5,14,27,12,57,47,36,39,17,34,10,12,71,15,10,12,18,0,27,66,12,15,0,0,9,8,77,18,100
3/4/2015,24,0,10,0,8,6,11,0,8,14,11,16,0,10,12,0,18,7,16,29,9,8,10,5,20,6,0,18,13,29,11,0,8,20,53,4,15,0,9,0,34,100,16,15,12,0,10,4,0,12,0
3/5/2015,0,49,5,0,6,6,11,0,15,6,8,0,0,7,12,13,24,7,10,0,6,4,10,5,21,9,0,0,0,55,10,24,7,18,0,7,14,4,9,28,12,100,15,9,12,0,7,4,0,8,0
3/6/2015,21,0,0,52,10,0,0,82,13,10,21,0,0,7,38,24,22,17,0,0,31,17,7,16,44,16,0,0,0,48,13,44,9,14,0,13,30,7,12,100,29,93,11,13,28,78,9,9,49,20,0
3/7/2015,0,0,10,43,6,12,26,100,0,9,24,31,0,11,53,43,0,39,22,0,19,8,16,11,0,14,0,0,24,0,0,0,13,22,0,19,43,25,9,58,18,0,9,7,0,0,3,8,56,0,0
3/8/2015,22,0,22,0,7,17,42,0,13,17,23,0,0,20,20,25,23,26,19,51,11,10,15,15,55,12,84,33,34,50,9,46,9,20,95,22,30,12,11,0,21,100,18,14,23,85,8,15,0,16,0
3/9/2015,84,0,18,72,7,16,0,87,0,21,27,31,50,9,37,0,22,29,28,52,23,11,11,21,56,11,0,33,0,52,14,46,16,19,0,20,27,12,22,0,40,100,28,12,23,0,14,8,0,0,0
3/10/2015,29,0,9,26,7,25,14,60,9,11,10,21,34,11,26,0,31,35,26,0,8,18,12,18,39,18,57,24,16,36,9,32,9,15,0,14,19,8,7,0,29,0,19,11,16,0,5,10,36,8,100
3/11/2015,24,0,17,0,14,18,23,100,20,17,36,33,55,16,23,29,35,24,43,0,13,35,19,20,65,52,0,39,0,59,16,53,11,31,0,31,36,9,22,0,35,0,24,25,42,0,9,16,0,21,0
3/12/2015,0,91,18,35,9,15,0,84,12,12,22,46,47,14,24,0,38,19,18,0,17,24,14,15,0,17,0,33,22,0,20,44,8,36,0,10,46,23,18,0,29,100,23,17,43,0,9,14,0,24,0
3/13/2015,24,100,31,40,10,11,0,98,14,5,20,0,0,7,34,0,27,23,0,57,13,23,24,11,60,13,0,39,24,0,10,0,9,27,0,7,29,8,12,0,24,0,15,14,25,0,5,11,57,18,0
3/14/2015,23,0,0,38,7,16,22,0,0,10,12,0,0,7,16,27,25,12,40,46,11,17,7,16,53,0,76,34,0,47,10,46,10,13,0,10,13,7,12,0,30,0,13,12,22,0,6,6,100,22,0
3/15/2015,22,0,20,0,8,13,13,100,12,8,14,18,0,5,23,16,16,8,18,29,7,4,9,0,31,14,0,20,13,30,8,28,5,10,58,8,9,5,6,63,15,0,14,10,0,48,5,12,0,13,0
3/16/2015,30,0,8,0,9,0,0,47,14,11,20,0,26,9,16,15,28,15,11,0,6,8,12,11,0,15,0,0,25,29,11,0,4,15,0,10,11,6,14,29,17,100,11,8,12,0,4,12,0,12,79
3/17/2015,14,0,6,23,9,15,0,52,16,7,23,28,30,9,14,17,0,13,24,31,7,11,20,14,59,10,0,20,14,0,15,27,6,19,60,8,9,7,9,0,13,58,12,9,0,0,7,12,100,10,91
3/18/2015,15,0,13,0,8,7,0,0,14,6,26,20,33,6,10,0,34,19,20,34,16,18,11,13,48,8,0,22,16,0,5,45,9,19,66,13,10,8,14,0,17,0,0,10,0,0,6,14,36,12,100
3/19/2015,43,0,25,70,20,35,0,0,41,25,40,0,100,21,58,53,48,40,59,0,57,20,28,29,94,67,0,96,46,0,27,87,17,44,0,26,83,16,16,0,59,0,37,35,66,0,17,21,0,21,0
3/20/2015,25,100,27,41,4,12,0,0,28,14,13,31,55,10,33,0,0,14,28,0,12,10,11,31,53,12,0,36,24,0,12,0,6,23,0,11,19,11,15,0,16,0,33,13,25,0,9,12,57,11,0
3/21/2015,31,0,17,52,9,14,29,0,25,9,15,36,65,18,27,0,31,26,25,0,15,8,18,12,0,0,100,42,0,0,12,0,4,25,0,17,24,9,8,0,48,0,29,13,0,0,6,35,68,20,0
3/22/2015,21,0,10,23,7,6,11,0,10,3,10,16,0,11,8,13,0,12,11,0,6,9,14,13,26,16,41,18,12,0,9,0,5,13,0,7,11,6,11,0,27,100,7,5,12,0,5,5,28,8,0
3/23/2015,14,0,11,20,5,5,0,36,13,8,15,28,0,10,11,21,0,6,9,0,12,7,11,6,21,15,0,14,10,23,7,21,6,9,0,6,20,8,10,49,22,100,17,6,0,37,4,8,24,6,0
3/24/2015,13,0,8,24,6,12,0,45,9,6,7,16,28,7,16,13,12,7,26,0,9,9,5,11,0,6,39,17,12,0,6,100,5,13,0,6,18,5,9,0,14,0,7,6,0,0,4,9,0,8,0
3/25/2015,0,0,16,0,9,11,0,58,10,6,13,0,38,6,25,0,0,10,14,0,8,7,8,0,36,8,0,23,16,36,5,33,3,19,0,7,29,11,10,0,15,65,11,10,15,58,5,16,0,11,100
3/26/2015,24,0,33,0,13,18,0,83,12,5,31,0,0,9,38,24,22,13,39,51,23,7,21,20,100,22,0,0,0,0,26,0,9,24,0,9,40,9,8,55,30,0,23,19,0,0,12,23,0,0,0
3/27/2015,25,0,23,0,7,12,21,0,12,9,20,30,56,6,26,0,0,13,27,53,12,7,24,16,0,31,0,0,0,0,20,0,8,25,0,16,13,0,12,0,37,100,19,12,24,0,8,30,52,11,0
3/28/2015,0,0,12,27,6,8,14,54,0,4,10,0,0,10,20,16,15,8,13,32,0,4,18,7,0,7,0,0,0,31,0,31,3,4,0,9,8,5,7,33,10,64,9,10,0,53,5,0,31,10,100
3/29/2015,15,0,6,25,5,7,13,52,8,5,16,0,0,7,13,30,14,11,13,31,11,4,15,10,0,14,50,0,0,0,10,30,7,9,57,10,17,5,12,32,16,0,24,11,29,100,4,9,47,17,0
3/30/2015,36,0,10,39,11,46,20,0,22,17,26,36,52,16,47,50,35,29,28,52,24,16,17,11,52,24,84,0,37,0,14,49,9,24,0,9,37,26,20,0,43,100,20,22,23,0,5,24,55,40,0
3/31/2015,20,0,6,29,6,21,12,0,7,10,17,30,29,11,9,0,33,14,12,0,14,7,15,6,0,9,0,0,35,30,11,28,6,18,56,12,26,10,7,32,20,0,8,9,13,100,6,7,32,13,0
4/1/2015,13,100,5,40,5,10,11,0,0,6,12,19,54,8,8,13,20,8,12,28,7,6,11,14,41,12,0,18,39,0,11,51,4,11,0,8,14,7,8,30,36,0,11,7,12,47,7,4,30,15,0
4/2/2015,35,0,19,36,8,17,0,94,19,13,23,34,49,16,38,25,23,20,44,100,12,9,8,16,54,0,0,0,23,0,7,0,11,25,0,17,13,16,26,54,56,0,19,15,45,0,10,7,0,29,0
4/3/2015,17,0,16,0,8,15,16,100,13,7,10,23,0,3,16,0,16,9,31,52,17,0,7,7,0,8,0,0,15,0,0,33,8,10,0,6,0,8,8,38,15,0,15,10,32,0,8,9,0,8,0
4/4/2015,0,0,9,0,5,12,24,100,0,21,11,32,50,5,34,0,50,13,22,75,13,7,13,11,61,19,0,0,22,0,14,49,8,10,0,11,37,7,4,55,16,0,13,8,0,0,10,21,55,17,0
4/5/2015,15,57,6,24,6,12,13,0,9,4,14,22,0,7,16,16,15,0,14,0,20,6,8,7,34,11,0,21,19,0,11,30,6,6,60,11,8,0,11,34,13,0,8,10,15,52,4,7,52,18,100
4/6/2015,22,0,23,74,15,23,41,0,0,16,17,36,0,10,35,25,23,21,43,0,26,10,12,10,0,12,78,0,24,0,11,47,6,19,97,9,22,8,15,55,55,100,26,20,48,0,12,15,56,19,0
4/7/2015,12,0,16,27,9,16,11,98,11,6,8,19,27,7,24,13,16,13,19,28,13,11,6,9,0,6,0,17,13,0,15,50,6,9,100,13,19,4,9,0,17,52,14,13,0,0,6,12,0,14,0
4/8/2015,24,96,15,38,11,29,63,93,14,11,30,37,0,17,38,0,0,22,22,0,26,14,20,15,52,11,84,33,51,0,11,0,7,18,100,21,27,9,15,0,24,0,20,23,72,0,11,20,0,0,0
4/9/2015,25,100,21,81,10,38,22,0,29,17,17,0,56,8,40,26,0,31,31,0,21,22,26,18,74,20,0,0,0,0,8,0,11,25,0,20,19,9,14,0,23,0,21,16,50,93,12,16,61,24,0
4/10/2015,21,0,6,24,6,7,26,0,8,6,8,20,30,11,9,0,14,16,24,0,8,6,11,9,31,7,46,0,0,0,4,0,2,10,0,8,15,5,5,0,24,0,14,8,14,52,3,6,100,11,0
4/11/2015,44,0,16,76,14,21,67,0,24,14,26,59,90,29,59,0,43,47,70,0,69,12,14,29,0,22,0,59,0,93,13,86,22,38,0,32,0,13,15,0,37,0,34,24,42,0,10,12,100,27,0
4/12/2015,47,0,11,52,6,13,0,0,0,10,17,25,35,11,17,17,16,28,20,0,9,5,8,7,0,13,52,22,24,0,10,32,6,14,0,6,9,5,8,0,25,71,17,9,24,0,5,8,38,18,100
4/13/2015,29,0,15,61,9,12,15,0,19,18,24,0,34,8,23,17,30,9,17,36,12,5,15,0,33,21,0,45,22,38,17,31,7,21,0,12,12,8,9,38,31,0,17,9,15,63,9,15,55,20,100
4/14/2015,16,0,7,51,12,16,16,0,19,14,19,26,35,10,20,0,16,10,14,38,14,13,10,15,0,8,55,35,17,39,16,32,8,15,70,14,10,12,10,0,38,71,18,14,16,0,6,19,38,8,100
4/15/2015,24,0,14,78,7,16,17,63,14,15,25,0,0,12,41,0,0,10,21,78,9,10,5,7,0,17,56,0,17,40,15,0,7,11,0,14,0,9,12,0,27,0,14,9,16,67,11,8,0,12,100
4/16/2015,36,0,19,37,10,18,22,0,13,15,26,35,0,9,37,25,22,23,19,56,42,16,15,10,49,23,80,32,35,55,17,45,8,21,100,20,20,8,12,0,30,0,9,13,33,0,19,15,91,22,0
4/17/2015,25,0,17,83,11,19,39,0,14,11,28,0,56,12,23,0,0,22,21,0,21,11,8,12,56,13,0,67,49,0,10,50,7,31,0,15,14,8,12,0,27,0,14,15,48,100,14,15,61,37,0
4/18/2015,0,0,19,0,12,23,54,100,27,11,16,0,55,15,16,26,24,13,21,0,0,0,16,22,0,0,0,64,23,56,7,0,13,28,0,7,26,7,5,0,39,0,19,8,0,96,10,15,0,12,0
4/19/2015,22,0,23,37,10,11,43,0,13,10,32,36,100,17,23,23,22,13,20,0,12,12,7,15,50,22,78,31,0,0,13,46,7,23,0,13,13,7,14,54,19,98,24,12,22,88,15,14,0,14,0
4/20/2015,20,0,18,25,7,13,14,0,9,9,22,51,34,14,16,16,30,19,34,40,12,22,18,11,51,16,53,43,16,36,6,0,8,23,0,10,12,5,12,0,17,100,18,16,15,62,7,12,37,7,98
4/21/2015,17,100,12,40,7,6,22,46,7,8,19,20,0,8,18,26,12,8,16,33,13,12,18,14,27,13,87,35,0,30,13,51,8,17,53,10,30,4,8,0,22,55,11,12,18,0,6,7,0,6,0
4/22/2015,16,0,9,34,11,16,28,60,15,11,18,0,35,7,33,34,16,20,14,0,8,5,18,21,35,8,56,0,16,38,11,32,5,24,68,12,33,12,7,0,37,0,23,14,16,0,10,13,38,23,100
4/23/2015,22,59,9,23,8,7,0,0,8,8,19,0,32,10,19,31,0,9,13,0,15,7,9,10,48,7,100,0,15,52,9,29,8,19,0,11,8,5,16,36,30,65,25,11,14,0,6,11,53,28,0
4/24/2015,26,100,14,42,8,19,0,0,27,13,19,0,54,10,32,40,25,21,22,0,13,12,17,11,57,17,86,0,24,59,19,50,7,22,0,17,42,0,14,0,43,0,17,12,49,0,7,20,60,24,0
4/25/2015,26,0,10,0,10,24,0,100,14,7,17,0,0,13,24,0,0,0,0,0,25,22,8,12,59,13,80,0,0,0,15,0,8,7,0,29,0,0,18,0,49,0,0,11,24,0,6,0,0,0,0
4/26/2015,17,0,20,0,8,20,31,0,10,12,16,0,35,7,21,18,0,10,22,73,8,5,11,11,0,8,0,23,0,0,10,63,5,21,69,9,10,0,9,0,28,0,7,9,16,0,3,5,0,24,100
4/27/2015,33,0,33,35,15,16,59,0,0,24,27,0,0,11,35,73,21,27,19,0,11,17,18,15,97,11,0,32,23,56,13,43,12,41,0,6,26,13,17,54,15,100,29,17,44,83,13,7,0,21,0
4/28/2015,0,0,29,0,17,11,21,87,22,9,24,36,0,14,39,25,23,29,61,0,35,26,8,21,0,24,0,34,0,60,12,92,14,39,100,16,32,18,15,0,43,0,45,12,93,0,9,18,57,11,0
4/29/2015,0,0,21,40,18,25,45,0,0,8,30,39,0,10,64,0,24,15,89,0,26,19,17,0,56,13,88,0,26,96,11,100,10,28,0,7,30,10,19,0,51,0,27,22,50,0,6,8,0,12,0
4/30/2015,0,0,11,0,13,38,0,0,14,12,34,39,56,5,99,42,25,16,23,0,39,19,21,12,59,20,0,0,0,0,12,0,11,29,0,15,31,20,12,62,44,0,11,16,26,100,6,13,62,12,0
5/1/2015,0,0,12,53,8,10,0,0,0,9,17,0,0,11,42,22,21,36,27,0,10,6,21,19,49,11,0,29,0,50,6,0,4,18,0,12,11,8,9,0,41,100,0,11,20,79,5,19,49,20,0
5/2/2015,31,0,42,100,4,13,29,0,15,12,30,0,61,12,19,61,0,31,0,0,15,16,10,0,68,14,0,0,0,0,12,54,3,14,0,13,15,10,8,0,28,0,17,8,56,0,4,9,0,14,0
5/3/2015,33,0,23,41,6,20,0,100,0,12,21,38,53,8,16,26,0,0,22,0,12,7,8,17,0,19,83,0,24,59,10,48,13,21,0,11,23,0,5,0,34,0,26,18,25,0,5,13,59,23,0
5/4/2015,60,0,18,35,8,12,58,62,9,13,20,0,35,10,24,34,21,15,19,37,8,10,7,14,36,0,56,22,0,60,7,0,11,23,0,17,24,0,10,0,34,70,19,17,16,0,6,21,40,15,100
5/5/2015,39,0,13,47,12,41,57,84,23,22,35,0,0,16,14,22,34,18,32,100,11,16,12,0,48,22,0,29,44,0,6,41,13,31,89,11,19,14,21,51,35,93,41,24,36,0,17,21,53,17,0
5/6/2015,15,69,14,27,8,8,15,0,15,17,31,0,36,10,16,26,16,21,15,78,8,12,17,7,75,13,56,22,0,0,7,33,9,14,67,8,20,11,14,39,20,0,19,14,17,0,8,11,0,23,100
5/7/2015,36,0,26,37,11,18,42,0,12,20,28,35,49,12,15,25,33,14,20,54,18,11,12,30,79,11,78,53,23,0,21,46,13,22,0,18,13,10,15,56,32,100,20,20,30,0,13,39,0,25,0
5/8/2015,16,0,18,28,4,12,17,0,9,5,15,24,0,9,11,19,0,20,15,0,13,7,11,15,61,11,0,24,16,0,10,34,8,20,70,9,0,7,10,42,12,0,21,11,16,0,3,13,0,20,100
5/9/2015,39,0,7,32,5,25,0,0,10,9,13,0,0,4,25,0,18,10,16,0,9,6,10,9,47,19,0,0,16,44,0,0,5,18,0,12,13,7,14,0,19,0,15,9,36,0,3,6,0,0,100
5/10/2015,63,0,25,100,13,14,29,0,17,22,26,0,65,6,64,31,29,26,53,0,22,18,29,39,72,15,0,40,44,0,9,60,16,26,0,22,40,25,11,0,52,0,29,18,60,0,8,21,75,22,0
5/11/2015,26,0,14,54,14,16,22,62,12,12,18,0,0,10,39,51,16,20,0,0,12,17,7,17,38,12,0,23,17,39,11,49,13,17,65,8,15,10,6,0,38,73,32,13,17,64,8,8,42,11,100
5/12/2015,23,0,9,0,14,16,20,0,24,16,23,0,70,13,29,47,43,14,29,51,22,14,0,14,52,0,0,32,22,54,19,0,9,16,0,10,13,20,10,0,46,100,24,19,33,0,15,15,0,25,0
5/13/2015,17,0,19,28,8,25,15,92,18,9,23,0,36,8,26,18,16,17,15,40,13,9,6,7,39,8,57,23,34,42,15,0,5,25,67,8,20,12,13,0,16,0,27,11,17,0,9,10,43,31,100
5/14/2015,17,0,14,27,8,16,30,0,17,12,20,0,35,8,22,29,16,17,15,0,8,16,9,14,0,8,0,23,22,0,10,32,5,19,67,5,13,8,15,0,29,0,14,14,16,68,10,11,42,19,100
5/15/2015,0,0,0,70,23,0,41,0,20,19,39,0,0,17,42,0,0,23,37,0,21,13,14,38,0,62,0,0,39,0,12,0,16,37,0,12,46,28,23,100,29,0,0,30,39,0,12,28,0,30,0
5/16/2015,0,0,19,0,4,8,0,0,12,7,17,0,0,3,17,18,0,13,14,0,8,5,11,0,41,12,0,0,0,0,7,32,3,10,62,10,0,10,6,0,23,0,20,6,16,0,3,5,39,8,100
5/17/2015,9,69,9,13,2,6,0,29,6,6,10,0,0,3,18,9,8,8,18,19,4,6,7,4,0,8,0,11,0,20,5,16,3,10,63,4,7,4,7,40,8,37,9,6,8,33,4,4,19,8,100
5/18/2015,34,0,21,27,9,11,0,60,17,16,24,25,0,7,54,18,25,31,29,38,8,7,19,11,39,9,55,0,17,41,17,33,10,27,67,15,27,16,8,100,23,0,11,19,0,65,12,12,41,21,100
5/19/2015,37,87,18,67,13,10,18,78,17,19,22,0,0,15,37,34,21,27,37,48,32,15,21,15,50,18,71,0,21,50,12,0,11,24,0,23,29,14,14,76,44,100,22,24,21,0,9,10,52,16,0
5/20/2015,31,0,9,31,14,14,17,0,42,17,45,0,0,10,26,21,20,12,17,0,10,6,29,22,0,20,0,29,0,0,6,41,9,22,0,17,29,11,13,96,61,100,13,18,20,0,9,10,0,18,0
5/21/2015,21,0,8,0,10,12,35,72,20,15,19,26,0,17,26,22,26,18,17,0,30,10,15,20,48,14,0,28,19,48,17,39,9,11,0,12,34,31,13,48,27,100,14,13,0,0,14,13,47,23,0
5/22/2015,42,0,20,0,11,16,42,100,13,15,14,30,53,18,45,0,0,30,22,0,13,16,9,18,0,31,0,36,22,0,12,52,5,12,0,12,27,51,7,62,53,0,18,11,0,0,12,11,63,25,0
5/23/2015,27,0,21,67,7,23,26,100,13,5,8,27,0,10,18,27,24,13,0,57,13,23,13,23,64,12,0,0,0,0,7,49,3,7,0,12,24,0,9,59,33,0,19,12,23,0,3,15,0,16,0
5/24/2015,0,0,10,35,5,5,12,0,7,5,9,13,22,4,15,11,0,6,9,0,0,5,8,7,0,6,0,0,0,0,4,0,3,11,0,7,5,0,5,0,29,100,4,5,11,0,2,5,26,5,0
5/25/2015,27,44,4,17,4,11,10,0,11,13,11,14,0,3,21,17,0,13,9,0,11,3,7,8,0,0,0,23,10,25,7,22,5,15,0,13,0,6,9,25,14,100,9,7,21,41,4,9,25,9,0
5/26/2015,14,0,15,32,6,7,12,100,13,14,17,19,0,12,29,15,14,17,12,61,22,8,7,6,33,11,0,20,13,0,8,28,9,20,58,16,21,11,11,33,28,67,20,15,13,0,4,8,31,10,0
5/27/2015,19,0,23,43,11,13,0,100,11,7,24,24,74,7,40,0,18,15,16,80,22,9,14,10,88,14,0,0,17,0,10,37,13,15,77,18,10,32,14,43,49,0,16,15,17,0,8,12,0,14,0
5/28/2015,24,0,9,35,11,11,19,0,0,10,26,58,46,7,23,25,0,0,20,100,0,7,11,14,54,0,0,63,0,0,21,46,14,19,0,13,25,0,9,0,46,0,24,21,0,86,13,22,0,10,0
5/29/2015,45,85,25,100,8,10,0,0,13,19,22,0,45,10,15,0,21,12,0,0,16,13,20,9,0,10,0,29,0,0,12,0,4,9,0,16,22,12,12,51,14,0,30,7,0,0,6,7,0,9,0
5/30/2015,0,0,12,26,3,8,0,64,0,5,10,0,66,3,27,18,0,17,27,0,12,5,7,7,38,12,0,0,13,0,11,31,3,9,0,12,0,9,6,37,35,0,22,5,0,61,4,5,0,7,100
5/31/2015,8,0,5,13,3,4,10,0,9,4,8,0,16,2,10,18,0,6,10,0,7,7,5,3,18,6,0,11,14,16,3,0,2,8,0,4,6,6,3,17,14,38,6,3,8,0,3,3,17,5,100
